 propety , "x" ,
 http://es.dbpedia.org/property/profesi�n , http://es.dbpedia.org/resource/Economista ,
 http://es.dbpedia.org/property/profesi�n , http://es.dbpedia.org/resource/Escritor ,
 http://es.dbpedia.org/property/profesi�n , http://es.dbpedia.org/resource/Agricultor ,
 http://es.dbpedia.org/property/profesi�n , http://es.dbpedia.org/resource/Comerciante ,
 http://es.dbpedia.org/property/profesi�n , http://es.dbpedia.org/resource/Carabineros_de_Chile ,
 http://es.dbpedia.org/property/p�ginas , "5" ,
 http://es.dbpedia.org/property/rama , 18 ,
 http://es.dbpedia.org/property/rango , 20 ,
 http://es.dbpedia.org/property/rango , * General director ,
 http://es.dbpedia.org/property/religi�n , http://es.dbpedia.org/resource/Sunismo ,
 http://es.dbpedia.org/property/religi�n , http://es.dbpedia.org/resource/Ate�smo ,
 http://es.dbpedia.org/property/residencia , Antofagasta, Chile ,
 http://es.dbpedia.org/property/sitioweb , https://web.archive.org/web/20100120162516/http:/www.albertocienfuegos.cl/ ,
 http://es.dbpedia.org/property/subt�tulo , http://es.dbpedia.org/resource/Presidente_interino ,
 http://es.dbpedia.org/property/sucesor , http://es.dbpedia.org/resource/Zalman_Aran ,
 http://es.dbpedia.org/property/sucesor , http://es.dbpedia.org/resource/Ahmed_Has�n_al_Bakr ,
 http://es.dbpedia.org/property/sucesor , http://es.dbpedia.org/resource/Patricia_Luquin_Cabello ,
 http://es.dbpedia.org/property/sucesor , http://es.dbpedia.org/resource/Ernesto_P._Uruchurtu ,
 http://es.dbpedia.org/property/sucesor , http://es.dbpedia.org/resource/Primo_Villa_Michel ,
 http://es.dbpedia.org/property/sucesor , http://es.dbpedia.org/resource/�ngel_Carvajal_Bernal ,
 http://es.dbpedia.org/property/sucesor , http://es.dbpedia.org/resource/Antonio_Pulido ,
 http://es.dbpedia.org/property/sucesor , http://es.dbpedia.org/resource/Adolfo_L�pez_Mateos ,
 http://es.dbpedia.org/property/sucesor , http://es.dbpedia.org/resource/Fernando_Rom�n_Lugo ,
 http://es.dbpedia.org/property/sucesor , http://es.dbpedia.org/resource/Marciano_Gonz�lez_Villarreal ,
 http://es.dbpedia.org/property/sucesor , Fernando Rom�n Lugo ,
 http://es.dbpedia.org/property/sucesor , Marciano Gonz�lez Villarreal ,
 http://es.dbpedia.org/property/sucesor , http://es.dbpedia.org/resource/Napole�n_G�mez_Urrutia ,
 http://es.dbpedia.org/property/sucesor , http://es.dbpedia.org/resource/Fernando_Guti�rrez_Barrios ,
 http://es.dbpedia.org/property/sucesor , http://es.dbpedia.org/resource/V�ctor_Bravo_Ahuja ,
 http://es.dbpedia.org/property/sucesor , http://es.dbpedia.org/resource/Enrique_Gonz�lez_Pedrero ,
 http://es.dbpedia.org/property/sucesor , http://es.dbpedia.org/resource/Jos�_Luis_Mart�nez_Rodr�guez ,
 http://es.dbpedia.org/property/sucesor , http://es.dbpedia.org/resource/Juan_Gil_Preciado ,
 http://es.dbpedia.org/property/sucesor , http://es.dbpedia.org/resource/Alfonso_de_Alba ,
 http://es.dbpedia.org/property/sucesor , http://es.dbpedia.org/resource/Manuel_de_Salas ,
 http://es.dbpedia.org/property/sucesor , http://es.dbpedia.org/resource/Antonio_Jos�_de_Irisarri ,
 http://es.dbpedia.org/property/sucesor , http://es.dbpedia.org/resource/Ram�n_Freire ,
 http://es.dbpedia.org/property/sucesor , http://es.dbpedia.org/resource/Agust�n_Vial_Santelices ,
 http://es.dbpedia.org/property/sucesor , Ram�n Freire ,
 http://es.dbpedia.org/property/sucesor , (Director Supremo Interino) ,
 http://es.dbpedia.org/property/sucesor , (Presidente Provisional) ,
 http://es.dbpedia.org/property/sucesor , Antonio Jos� de Irisarri ,
 http://es.dbpedia.org/property/sucesor , Congreso General Constituyente ,
 http://es.dbpedia.org/property/sucesor , Director Supremo Provisorio ,
 http://es.dbpedia.org/property/sucesor , http://es.dbpedia.org/resource/Daniel_Kablan_Duncan ,
 http://es.dbpedia.org/property/sucesor , en el cargo ,
 http://es.dbpedia.org/property/sucesor , http://es.dbpedia.org/resource/Jos�_Alejandro_Bernales ,
 http://es.dbpedia.org/property/twitter , @jperezrey ,
 http://es.dbpedia.org/property/t�tulo , http://es.dbpedia.org/resource/Ministro_de_Educaci�n_de_Israel ,
 http://es.dbpedia.org/property/t�tulo , 40 ,
 http://es.dbpedia.org/property/t�tulo , http://es.dbpedia.org/resource/Presidente_de_Irak ,
 http://es.dbpedia.org/property/t�tulo , Iraq. Un fracaso de Occidente ,
 http://es.dbpedia.org/property/t�tulo , Los �rabes. Del Imperio Otomano a la Actualidad ,
 http://es.dbpedia.org/property/t�tulo , El Mundo �rabo-Isl�mico contempor�neo. Una historia pol�tica ,
 http://es.dbpedia.org/property/t�tulo , http://es.dbpedia.org/resource/Izquierda_Unida_(Espa�a) ,
 http://es.dbpedia.org/property/t�tulo , http://es.dbpedia.org/resource/Izquierda_Unida ,
 http://es.dbpedia.org/property/t�tulo , Coordinador general de IU de Arag�n ,
 http://es.dbpedia.org/property/t�tulo , Portavoz del Grupo de IU en las Cortes de Arag�n ,
 http://es.dbpedia.org/property/t�tulo , http://es.dbpedia.org/resource/Secretar�a_de_Gobernaci�n_(M�xico) ,
 http://es.dbpedia.org/property/t�tulo , http://es.dbpedia.org/resource/Departamento_del_Distrito_Federal_(M�xico) ,
 http://es.dbpedia.org/property/t�tulo , http://es.dbpedia.org/resource/Veracruz ,
 http://es.dbpedia.org/property/t�tulo , http://es.dbpedia.org/resource/Presidente_de_M�xico ,
 http://es.dbpedia.org/property/t�tulo , http://es.dbpedia.org/resource/Manuel_�vila_Camacho ,
 http://es.dbpedia.org/property/t�tulo , http://es.dbpedia.org/resource/Partido_Revolucionario_Institucional ,
 http://es.dbpedia.org/property/t�tulo , http://es.dbpedia.org/resource/XXXVII_Legislatura_del_Congreso_de_la_Uni�n_de_M�xico ,
 http://es.dbpedia.org/property/t�tulo , http://es.dbpedia.org/resource/Anexo:Gobernadores_de_Veracruz ,
 http://es.dbpedia.org/property/t�tulo , Fotograf�a del entonces capit�n primero Adolfo Ruiz Cortines, realizada en mayo de 1915 durante la Batalla de El �bano. Para esta edad, Ruiz Cortines militaba bajo las �rdenes del general Trevi�o, con quien aparece en el presente retrato. ,
 http://es.dbpedia.org/property/t�tulo , Jefe de Estad�stica Social del Departamento Nacional de Estad�stica ,
 http://es.dbpedia.org/property/t�tulo , http://es.dbpedia.org/resource/Casa_de_Moneda_de_M�xico ,
 http://es.dbpedia.org/property/t�tulo , http://es.dbpedia.org/resource/Anexo:Gobernantes_de_Veracruz ,
 http://es.dbpedia.org/property/t�tulo , Mexican Political Biographies, 1935-2009 ,
 http://es.dbpedia.org/property/t�tulo , http://es.dbpedia.org/resource/Anexo:Gobernantes_de_Jalisco ,
 http://es.dbpedia.org/property/t�tulo , http://es.dbpedia.org/resource/Anexo:Miembros_de_la_Academia_Mexicana_de_la_Lengua ,
 http://es.dbpedia.org/property/t�tulo , http://es.dbpedia.org/resource/Secretar�a_de_Educaci�n_P�blica_(M�xico) ,
 http://es.dbpedia.org/property/t�tulo , http://es.dbpedia.org/resource/Comisi�n_Nacional_de_Libros_de_Texto_Gratuitos ,
 http://es.dbpedia.org/property/t�tulo , Al filo del agua. Edici�n Cr�tica ,
 http://es.dbpedia.org/property/t�tulo , Historia de la Educaci�n P�blica en M�xico ,
 http://es.dbpedia.org/property/t�tulo , 50 ,
 http://es.dbpedia.org/property/t�tulo , http://es.dbpedia.org/resource/Presidente_del_Senado_de_Chile ,
 http://es.dbpedia.org/property/t�tulo , http://es.dbpedia.org/resource/Presidente_de_la_Junta_Nacional_de_Gobierno_de_Chile ,
 http://es.dbpedia.org/property/t�tulo , http://es.dbpedia.org/resource/Junta_de_Gobierno_de_Chile_(1823) ,
 http://es.dbpedia.org/property/t�tulo , http://es.dbpedia.org/resource/Historia_de_Chile_desde_la_Prehistoria_hasta_1891 ,
 http://es.dbpedia.org/property/t�tulo , http://es.dbpedia.org/resource/Vicepresidente_de_Chile ,
 http://es.dbpedia.org/property/t�tulo , http://es.dbpedia.org/resource/Historia_General_de_Chile_(Diego_Barros_Arana) ,
 http://es.dbpedia.org/property/t�tulo , Colecci�n de historiadores i documentos relativos a la Independencia de Chile ,
 http://es.dbpedia.org/property/t�tulo , El alcalde del a�o diez ,
 http://es.dbpedia.org/property/t�tulo , Diccionario Hist�rico, Biogr�fico y Bibliogr�fico de Chile ,
 http://es.dbpedia.org/property/t�tulo , Archivo epistolar de la familia Eyzaguirre 1747-1854 ,
 http://es.dbpedia.org/property/t�tulo , Galer�a nacional, o Colecci�n de biograf�as y retratos de hombres c�lebres de Chile ,
 http://es.dbpedia.org/property/t�tulo , http://es.dbpedia.org/resource/Presidente_de_Costa_de_Marfil ,
 http://es.dbpedia.org/property/ubicaci�n , Barcelona ,
 http://es.dbpedia.org/property/ubicaci�n , Madrid ,
 http://es.dbpedia.org/property/ubicaci�n , Austin ,
 http://es.dbpedia.org/property/ubicaci�n , M�xico ,
 http://es.dbpedia.org/property/ubicaci�n , Espa�a ,
 http://es.dbpedia.org/property/url , https://books.google.com.mx/books?id=96xOHRWNMioC&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false|fechaacceso=30 de octubre de 2019 ,
 http://es.dbpedia.org/property/url , http://books.google.com.mx/books?id=4WH5ft0CnqUC&printsec=frontcover#v=onepage&q&f=false|fechaacceso=3 de mayo de 2010 ,
 http://es.dbpedia.org/property/vicepresidente , http://es.dbpedia.org/resource/Agust�n_Vial_Santelices ,
 http://es.dbpedia.org/property/1data , "4" ,
 http://es.dbpedia.org/property/1data , Knesset ,
 http://dbpedia.org/ontology/deathPlace , http://es.dbpedia.org/resource/Israel ,
 http://dbpedia.org/ontology/deathPlace , http://es.dbpedia.org/resource/Tel_Aviv ,
 http://dbpedia.org/ontology/deathPlace , http://es.dbpedia.org/resource/Irak ,
 http://dbpedia.org/ontology/deathPlace , http://es.dbpedia.org/resource/Bagdad ,
 http://dbpedia.org/ontology/deathPlace , http://es.dbpedia.org/resource/Veracruz ,
 http://dbpedia.org/ontology/deathPlace , http://es.dbpedia.org/resource/M�xico ,
 http://dbpedia.org/ontology/deathPlace , http://es.dbpedia.org/resource/Ciudad_de_M�xico ,
 http://dbpedia.org/ontology/deathPlace , http://es.dbpedia.org/resource/Chile ,
 http://dbpedia.org/ontology/deathPlace , http://es.dbpedia.org/resource/Calera_de_Tango ,
 http://dbpedia.org/ontology/birthPlace , http://es.dbpedia.org/resource/Provincia_de_Antofagasta ,
 http://dbpedia.org/ontology/birthPlace , http://es.dbpedia.org/resource/Madrid ,
 http://dbpedia.org/ontology/birthPlace , http://es.dbpedia.org/resource/Sud�frica ,
 http://dbpedia.org/ontology/birthPlace , http://es.dbpedia.org/resource/Ciudad_del_Cabo ,
 http://dbpedia.org/ontology/birthPlace , http://es.dbpedia.org/resource/Bagdad ,
 http://dbpedia.org/ontology/birthPlace , http://es.dbpedia.org/resource/Veracruz ,
 http://dbpedia.org/ontology/birthPlace , http://es.dbpedia.org/resource/Jalisco ,
 http://dbpedia.org/ontology/birthPlace , http://es.dbpedia.org/resource/Yahualica_de_Gonz�lez_Gallo ,
 http://dbpedia.org/ontology/birthPlace , http://es.dbpedia.org/resource/Capitan�a_general_de_Chile ,
 http://dbpedia.org/ontology/birthPlace , http://es.dbpedia.org/resource/Imperio_espa�ol ,
 http://dbpedia.org/ontology/birthPlace , http://es.dbpedia.org/resource/�frica_Occidental_Francesa ,
 http://dbpedia.org/ontology/birthPlace , http://es.dbpedia.org/resource/Dimbokro ,
 http://dbpedia.org/ontology/birthPlace , http://es.dbpedia.org/resource/Rancagua ,
 http://dbpedia.org/ontology/wikiPageID , 9229463 ,
 http://dbpedia.org/ontology/wikiPageID , 9452536 ,
 http://dbpedia.org/ontology/wikiPageID , 813677 ,
 http://dbpedia.org/ontology/wikiPageID , 3007593 ,
 http://dbpedia.org/ontology/wikiPageID , 213315 ,
 http://dbpedia.org/ontology/wikiPageID , 554424 ,
 http://dbpedia.org/ontology/wikiPageID , 3847353 ,
 http://dbpedia.org/ontology/wikiPageID , 133279 ,
 http://dbpedia.org/ontology/wikiPageID , 623165 ,
 http://dbpedia.org/ontology/wikiPageID , 1382590 ,
 http://dbpedia.org/ontology/wikiPageID , 77925 ,
 http://dbpedia.org/ontology/wikiPageID , 4339565 ,
 http://dbpedia.org/ontology/wikiPageID , 1024267 ,
 http://dbpedia.org/ontology/wikiPageRevisionID , 122477510 ,
 http://dbpedia.org/ontology/wikiPageRevisionID , 126596401 ,
 http://dbpedia.org/ontology/wikiPageRevisionID , 127516298 ,
 http://dbpedia.org/ontology/wikiPageRevisionID , 126732969 ,
 http://dbpedia.org/ontology/wikiPageRevisionID , 122014196 ,
 http://dbpedia.org/ontology/wikiPageRevisionID , 130328215 ,
 http://dbpedia.org/ontology/wikiPageRevisionID , 125318128 ,
 http://dbpedia.org/ontology/wikiPageRevisionID , 130328284 ,
 http://dbpedia.org/ontology/wikiPageRevisionID , 127344247 ,
 http://dbpedia.org/ontology/wikiPageRevisionID , 124670072 ,
 http://dbpedia.org/ontology/wikiPageRevisionID , 127401190 ,
 http://dbpedia.org/ontology/wikiPageRevisionID , 130512875 ,
 http://dbpedia.org/ontology/wikiPageRevisionID , 124096648 ,
 http://dbpedia.org/ontology/wikiPageRevisionID , 129588050 ,
 http://dbpedia.org/ontology/wikiPageRevisionID , 126747040 ,
 http://dbpedia.org/ontology/wikiPageRevisionID , 128298760 ,
 http://dbpedia.org/ontology/wikiPageRevisionID , 129729905 ,
 http://dbpedia.org/ontology/wikiPageRevisionID , 122854571 ,
 http://dbpedia.org/ontology/wikiPageRevisionID , 130497878 ,
 http://dbpedia.org/ontology/wikiPageRevisionID , 122607981 ,
 http://dbpedia.org/ontology/wikiPageRevisionID , 129980380 ,
 http://dbpedia.org/ontology/wikiPageExternalLink , http://www.mfa.gov.il/MFA/MFAArchive/2000_2009/2002/11/Abba%20Eban ,
 http://dbpedia.org/ontology/wikiPageExternalLink , http://www.nytimes.com/2007/08/25/world/middleeast/25aref.html%3F_r=1&ref=world ,
 http://dbpedia.org/ontology/wikiPageExternalLink , http://www.munzinger.de/search/document%3Fcoll=mol-00&id=00000011367&type=text/html&qid=query-simple&qnr=2&template=/templates/publikationen/document.jsp&preview= ,
 http://dbpedia.org/ontology/wikiPageExternalLink , http://www.theestimate.com/public/030703.html ,
 http://dbpedia.org/ontology/wikiPageExternalLink , http://www.informaworld.com/smpp/section%3Fcontent=a777253236&fulltext=713240928 ,
 http://dbpedia.org/ontology/wikiPageExternalLink , http://www.freedom-for-ocalan.com/linguas/hintergrund/schriften/Ocalan-Guerra-y-Paz-en-el-Kurdistan.pdf ,
 http://dbpedia.org/ontology/wikiPageExternalLink , http://www.freeocalan.org/wp-content/uploads/2012/09/Confederalismo-Democr%C3%A1tico.pdf ,
 http://dbpedia.org/ontology/wikiPageExternalLink , http://ocalanbooks.com/downloads/ES-libro_Origenes-de-la-Civilizacion_ocalanbooks.com_2017.pdf ,
 http://dbpedia.org/ontology/wikiPageExternalLink , http://www.20minutos.es/noticia/233240/0/elecciones/candidatos/zaragoza/ ,
 http://dbpedia.org/ontology/wikiPageExternalLink , https://books.google.com.mx/books%3Fid=96xOHRWNMioC&printsec=frontcover&source=gbs_ge_summary_r&cad=0%23v=onepage&q&f=false%7Cfechaacceso=30 ,
 http://dbpedia.org/ontology/wikiPageExternalLink , http://books.google.com.mx/books%3Fid=3ED8ywkrZIIC&pg=PA1125&dq=Agust%C3%ADn+Y%C3%A1%C3%B1ez+naci%C3%B3&lr=%23v=onepage&q=&f=false ,
 http://dbpedia.org/ontology/wikiPageExternalLink , http://books.google.com.mx/books%3Fid=4WH5ft0CnqUC&printsec=frontcover%23v=onepage&q&f=false%7Cfechaacceso=3 ,
 http://dbpedia.org/ontology/wikiPageExternalLink , http://www.criticadelibros.com/drama-y-elemento-humano/al-filo-del-agua-agustin-yanez/ ,
 http://dbpedia.org/ontology/wikiPageExternalLink , http://www.biografiasyvidas.com/biografia/y/yanez_agustin.htm ,
 http://dbpedia.org/ontology/wikiPageExternalLink , http://web.archive.org/web/http:/www.cervantesvirtual.com/FichaObra.html%3Fportal=0&Ref=4038 ,
 http://dbpedia.org/ontology/wikiPageExternalLink , http://www.historia.uchile.cl/CDA/fh_complex/0,1393,SCID%253D7184%2526ISID%253D405%2526JNID%253D12,00.html ,
 http://dbpedia.org/ontology/wikiPageExternalLink , https://web.archive.org/web/20110917154720/http:/www.elcorresponsal.com/modules.php%3Fname=News&file=article&sid=5878 ,
 http://dbpedia.org/ontology/wikiPageExternalLink , http://www.cidob.org/biografias_lideres_politicos/africa/cote_d_ivoire/alassane_ouattara ,
 http://dbpedia.org/ontology/wikiPageExternalLink , https://web.archive.org/web/20100120162516/http:/www.albertocienfuegos.cl/ ,
 http://dbpedia.org/ontology/wikiPageLength , 1886 ,
 http://dbpedia.org/ontology/wikiPageLength , 5948 ,
 http://dbpedia.org/ontology/wikiPageLength , 6037 ,
 http://dbpedia.org/ontology/wikiPageLength , 2997 ,
 http://dbpedia.org/ontology/wikiPageLength , 4470 ,
 http://dbpedia.org/ontology/wikiPageLength , 4524 ,
 http://dbpedia.org/ontology/wikiPageLength , 17973 ,
 http://dbpedia.org/ontology/wikiPageLength , 18174 ,
 http://dbpedia.org/ontology/wikiPageLength , 6151 ,
 http://dbpedia.org/ontology/wikiPageLength , 3748 ,
 http://dbpedia.org/ontology/wikiPageLength , 120637 ,
 http://dbpedia.org/ontology/wikiPageLength , 120850 ,
 http://dbpedia.org/ontology/wikiPageLength , 6839 ,
 http://dbpedia.org/ontology/wikiPageLength , 6861 ,
 http://dbpedia.org/ontology/wikiPageLength , 18201 ,
 http://dbpedia.org/ontology/wikiPageLength , 24455 ,
 http://dbpedia.org/ontology/wikiPageLength , 10068 ,
 http://dbpedia.org/ontology/wikiPageLength , 11214 ,
 http://dbpedia.org/ontology/wikiPageLength , 7704 ,
 http://dbpedia.org/ontology/wikiPageLength , 8194 ,
 http://dbpedia.org/ontology/nationality , http://es.dbpedia.org/resource/Nacionalidad_espa�ola ,
 http://dbpedia.org/ontology/occupation , http://es.dbpedia.org/resource/Ingenier�a_comercial ,
 http://dbpedia.org/ontology/party , http://es.dbpedia.org/resource/Podemos ,
 http://dbpedia.org/ontology/party , http://es.dbpedia.org/resource/Partido_Laborista_Israel� ,
 http://dbpedia.org/ontology/party , http://es.dbpedia.org/resource/Maaraj ,
 http://dbpedia.org/ontology/party , http://es.dbpedia.org/resource/Partido_Comunista_Iraqu� ,
 http://dbpedia.org/ontology/party , http://es.dbpedia.org/resource/Partido_de_los_Trabajadores_del_Kurdist�n ,
 http://dbpedia.org/ontology/party , http://es.dbpedia.org/resource/Izquierda_Unida_(Espa�a) ,
 http://dbpedia.org/ontology/party , http://es.dbpedia.org/resource/Partido_Revolucionario_Institucional ,
 http://dbpedia.org/ontology/profession , http://es.dbpedia.org/resource/Militar ,
 http://dbpedia.org/ontology/profession , http://es.dbpedia.org/resource/Contador ,
 http://dbpedia.org/ontology/profession , http://es.dbpedia.org/resource/Estadista ,
 http://dbpedia.org/ontology/profession , http://es.dbpedia.org/resource/Escritor ,
 http://dbpedia.org/ontology/profession , http://es.dbpedia.org/resource/Agricultor ,
 http://dbpedia.org/ontology/profession , http://es.dbpedia.org/resource/Comerciante ,
 http://dbpedia.org/ontology/profession , http://es.dbpedia.org/resource/Carabineros_de_Chile ,
 http://dbpedia.org/ontology/religion , http://es.dbpedia.org/resource/Ate�smo ,
 http://dbpedia.org/ontology/residence , http://es.dbpedia.org/resource/Provincia_de_Antofagasta ,
 http://dbpedia.org/ontology/successor , http://es.dbpedia.org/resource/Ahmed_Hassan_al-Bakr ,
 http://dbpedia.org/ontology/successor , http://es.dbpedia.org/resource/Ahmed_Has�n_al_Bakr ,
 http://dbpedia.org/ontology/successor , http://es.dbpedia.org/resource/Ernesto_P._Uruchurtu ,
 http://dbpedia.org/ontology/successor , http://es.dbpedia.org/resource/Primo_Villa_Michel ,
 http://dbpedia.org/ontology/successor , http://es.dbpedia.org/resource/�ngel_Carvajal_Bernal ,
 http://dbpedia.org/ontology/successor , http://es.dbpedia.org/resource/Antonio_Pulido ,
 http://dbpedia.org/ontology/successor , http://es.dbpedia.org/resource/Adolfo_L�pez_Mateos ,
 http://dbpedia.org/ontology/successor , http://es.dbpedia.org/resource/Fernando_Rom�n_Lugo ,
 http://dbpedia.org/ontology/successor , http://es.dbpedia.org/resource/Marciano_Gonz�lez_Villarreal ,
 http://dbpedia.org/ontology/successor , http://es.dbpedia.org/resource/Napole�n_G�mez_Urrutia ,
 http://dbpedia.org/ontology/successor , http://es.dbpedia.org/resource/Fernando_Guti�rrez_Barrios ,
 http://dbpedia.org/ontology/successor , http://es.dbpedia.org/resource/V�ctor_Bravo_Ah�ja ,
 http://dbpedia.org/ontology/successor , http://es.dbpedia.org/resource/Enrique_Gonz�lez_Pedrero ,
 http://dbpedia.org/ontology/successor , http://es.dbpedia.org/resource/Juan_Gil_Preciado ,
 http://dbpedia.org/ontology/successor , http://es.dbpedia.org/resource/Ram�n_Freire_Serrano ,
 http://dbpedia.org/ontology/successor , http://es.dbpedia.org/resource/Antonio_Jos�_de_Irisarri ,
 http://dbpedia.org/ontology/successor , http://es.dbpedia.org/resource/Ram�n_Freire ,
 http://dbpedia.org/ontology/successor , http://es.dbpedia.org/resource/Agust�n_Vial_Santelices ,
 http://dbpedia.org/ontology/successor , http://es.dbpedia.org/resource/Daniel_Kablan_Duncan ,
 http://dbpedia.org/ontology/successor , http://es.dbpedia.org/resource/Jos�_Alejandro_Bernales_Ram�rez ,
 http://www.w3.org/ns/prov#wasDerivedFrom , http://es.wikipedia.org/wiki/Mauricio_Mu�oz_Burgos?oldid=122477510&ns=0 ,
 http://www.w3.org/ns/prov#wasDerivedFrom , http://es.wikipedia.org/wiki/Joaqu�n_P�rez_Rey?oldid=126596401&ns=0 ,
 http://www.w3.org/ns/prov#wasDerivedFrom , http://es.wikipedia.org/wiki/Joaqu�n_P�rez_Rey?oldid=127516298&ns=0 ,
 http://www.w3.org/ns/prov#wasDerivedFrom , http://es.wikipedia.org/wiki/Abba_Eban?oldid=126732969&ns=0 ,
 http://www.w3.org/ns/prov#wasDerivedFrom , http://es.wikipedia.org/wiki/Abd_ar-Rahman_Arif?oldid=122014196&ns=0 ,
 http://www.w3.org/ns/prov#wasDerivedFrom , http://es.wikipedia.org/wiki/Abd_ar-Rahman_Arif?oldid=130328215&ns=0 ,
 http://www.w3.org/ns/prov#wasDerivedFrom , http://es.wikipedia.org/wiki/Abdul_Karim_Qasim?oldid=125318128&ns=0 ,
 http://www.w3.org/ns/prov#wasDerivedFrom , http://es.wikipedia.org/wiki/Abdul_Karim_Qasim?oldid=130328284&ns=0 ,
 http://www.w3.org/ns/prov#wasDerivedFrom , http://es.wikipedia.org/wiki/Abdullah_�calan?oldid=127344247&ns=0 ,
 http://www.w3.org/ns/prov#wasDerivedFrom , http://es.wikipedia.org/wiki/Adolfo_Barrena?oldid=124670072&ns=0 ,
 http://www.w3.org/ns/prov#wasDerivedFrom , http://es.wikipedia.org/wiki/Adolfo_Ruiz_Cortines?oldid=127401190&ns=0 ,
 http://www.w3.org/ns/prov#wasDerivedFrom , http://es.wikipedia.org/wiki/Adolfo_Ruiz_Cortines?oldid=130512875&ns=0 ,
 http://www.w3.org/ns/prov#wasDerivedFrom , http://es.wikipedia.org/wiki/Agust�n_Acosta_Lagunes?oldid=124096648&ns=0 ,
 http://www.w3.org/ns/prov#wasDerivedFrom , http://es.wikipedia.org/wiki/Agust�n_Acosta_Lagunes?oldid=129588050&ns=0 ,
 http://www.w3.org/ns/prov#wasDerivedFrom , http://es.wikipedia.org/wiki/Agust�n_Y��ez?oldid=128298760&ns=0 ,
 http://www.w3.org/ns/prov#wasDerivedFrom , http://es.wikipedia.org/wiki/Agust�n_Y��ez?oldid=126747040&ns=0 ,
 http://www.w3.org/ns/prov#wasDerivedFrom , http://es.wikipedia.org/wiki/Agust�n_de_Eyzaguirre?oldid=129729905&ns=0 ,
 http://www.w3.org/ns/prov#wasDerivedFrom , http://es.wikipedia.org/wiki/Alassane_Ouattara?oldid=122854571&ns=0 ,
 http://www.w3.org/ns/prov#wasDerivedFrom , http://es.wikipedia.org/wiki/Alassane_Ouattara?oldid=130497878&ns=0 ,
 http://www.w3.org/ns/prov#wasDerivedFrom , http://es.wikipedia.org/wiki/Alberto_Cienfuegos?oldid=122607981&ns=0 ,
 http://www.w3.org/ns/prov#wasDerivedFrom , http://es.wikipedia.org/wiki/Alberto_Cienfuegos?oldid=129980380&ns=0 ,
 http://dbpedia.org/ontology/abstract , Cristi�n Balmaceda Undurraga (Pirque, 1963) es un t�cnico agr�cola y pol�tico chileno. Desde el a�o 2008 es alcalde de Pirque, comuna rural de la Regi�n Metropolitana y presidente de la  (AMUR). ,
 http://dbpedia.org/ontology/abstract , Mauricio Mu�oz, es un ingeniero comercial y pol�tico chileno, fue gobernador de la Provincia de Antofagasta en el primer gobierno de Sebastian Pi�era Echenique y actualmente es el Administrador Regional de la regi�n de Antofagasta. Estudi� ingenier�a comercial de la Universidad Cat�lica del Norte, sede Antofagasta. Profesionalmente ha asesorado a diversas empresas en el desarrollo de estrategias de negocios, marketing y oportunidades Comerciales. Entre octubre de 2010 y mayo de 2012, se desempe�� como jefe de gabinete del Intendente de Antofagasta, encargado de la coordinaci�n de Secretar�as Regionales Ministeriales y Direcciones Regionales. En agosto de 2013 fue nombrado gobernador de la provincia de Antofagasta por el presidente Sebastian Pi�era, y en 2019, durante el segundo gobierno del mandatario, fue designado Administrador Regional en el marco de la modernizaci�n regional que plantea la Ley 21.074. ,
 http://dbpedia.org/ontology/abstract , Joaqu�n P�rez Rey (Madrid, 1973) es un profesor universitario y pol�tico espa�ol, actual secretario de Estado de Empleo y Econom�a Social de Espa�a desde 2020. ,
 http://dbpedia.org/ontology/abstract , Abba Eban (en hebreo: ??? ???) -nacido Aubrey Solomon Meir- (Ciudad de El Cabo, 2 de febrero de 1915 - 17 de noviembre de 2002), fue un pol�tico y diplom�tico israel�, Ministro de Relaciones Exteriores de Israel entre 1966 y 1974. Realiz� los estudios universitarios en el Queens' College de la Universidad de Cambridge, trabajando con Jaim Weizmann en la Organizaci�n Sionista Mundial y sirviendo en el ej�rcito brit�nico durante la Segunda Guerra Mundial. Despu�s trabaj�, hasta 1946, como profesor en un centro de estudios para el Oriente Medio del Foreign Office. En 1946 fue destinado a la Agencia Jud�a para Palestina (organismo dependiente de las Naciones Unidas) en donde desarroll� su labor hasta la creaci�n del Estado de Israel. En el primer gabinete israel�, fue nombrado embajador en la ONU y en Estados Unidos a un tiempo, hasta 1959. Elegido miembro del Kn�set por el Partido Laborista Israel�, fue designado Ministro de Educaci�n y Cultura (hasta 1963), y despu�s Viceprimer-Ministro (1966) y Ministro de Relaciones Exteriores hasta 1974. Fue miembro de la . ,
 http://dbpedia.org/ontology/abstract , Abdul Rahman Arif o Abderram�n Arif, (en �rabe: ??? ?????? ???? `Abd al-Ra?m?n `?rif, 1916-24 de agosto de 2007) fue un pol�tico iraqu�, presidente de Irak desde el 16 de abril de 1966 hasta el 16 de julio de 1968. Tambi�n ocup� el cargo de primer ministro de Irak desde el 10 de mayo de 1967 al 10 de julio del mismo a�o. ,
