PK,NOMBRE,COMEDOR,HORARIO AMPLIADO,PLANES DE MEJORA,INTEGRACION,TRANSPORTE,BUS,METRO,RENFE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,DIRECCION,CLASE-VIAL,NOMBRE-VIA,TIPO-NUM,NUM,LOCALIDAD,sameAs_LOCALIDAD,PROVINCIA,sameAs_PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,sameAs_BARRIO,COD-DISTRITO,DISTRITO,sameAs_DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,FAX,EMAIL,TIPO
5141,Colegio Público Doctor Tolosa Latour,1,1,1,No mencionado,-BUS: 54  144,BUS: 54  144,,,ENSEÑANZA: Educación Infantil - Primaria - Enseñanza bilingüe,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bceca3f5ca71c010VgnVCM1000000b205a0aRCRD,CALLE-ASTURIANOS-V-4,CALLE,ASTURIANOS,V,4,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28018,4,Palomeras Sureste,https://www.wikidata.org/wiki/Q10343901,13,Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,445505,4470356,40.38200381255466,-3.642005680937447,91 778 47 94,917 777 679,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5134,Colegio Público Dámaso Alonso,1,1,1,No mencionado,-BUS: 22  79  86  130  131,BUS: 22  79  86  130  131,,,ENSEÑANZA: Educación Infantil - Primaria - Enseñanza bilingüe,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dc6ca3f5ca71c010VgnVCM1000000b205a0aRCRD,AVENIDA-ESPINELA-V-1,AVENIDA,ESPINELA,V,1,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28021,,"Villaverde Alto, Casco Histórico de Villaverde",https://www.wikidata.org/wiki/Q390435,,Villaverde,https://www.wikidata.org/wiki/Q919536,439791,4466407,40.34604471386465,-3.7089567302070083,917 970 620,917 970 620,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5144,Colegio Público EEUU - Huarte de San Juan,1,1,1,No mencionado,-BUS: 41  75,BUS: 41  75,,,ENSEÑANZA: Educación Infantil - Primaria - Enseñanza bilingüe,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=020da3f5ca71c010VgnVCM1000000b205a0aRCRD,PASEO-COMANDANTE_FORTEA-V-71,PASEO,COMANDANTE FORTEA,V,71,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28008,1,Casa de Campo,https://www.wikidata.org/wiki/Q16302441,9,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,437765,4475600,40.42870179468233,-3.733708557423035,915 418 978 - 915 420 841,915 594 699,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
6024,Colegio Público Eduardo Rojo,1,1,No mencionado,Trastornos generales del desarrollo,-BUS: 57 103 111 144 310,BUS: 57 103 111 144 310,,,ENSEÑANZA: Educación Infantil - Primaria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f6c4ae10c471c010VgnVCM1000000b205a0aRCRD,CALLE-EDUARDO_ROJO-V-5,CALLE,EDUARDO ROJO,V,5,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28018,3,Palomeras Bajas,https://www.wikidata.org/wiki/Q10343902,13,Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,443745,4470970,40.38742706684719,-3.6628050333334046,914 774 560,914 784 525,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
42014,Colegio Público El Espinillo,1,No mencionado,No mencionado,No mencionado,-BUS: 22  59  85  79  123,BUS: 22  59  85  79  123,,,ENSEÑANZA: Educación Infantil - Primaria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0d77598d1351c010VgnVCM1000000b205a0aRCRD,CALLE-UNANIMIDAD-V-1,CALLE,UNANIMIDAD,V,1,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28041,4,Los Rosales,https://www.wikidata.org/wiki/Q10319807,17,Villaverde,https://www.wikidata.org/wiki/Q919536,441135,4468120,40.36157241219842,-3.6932788501569522,917 237 434 - 913 182 512,917 237 434,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
176810,Colegio Público El Greco,1,1,No mencionado,No mencionado,-RENFE: Villaverde Bajo -BUS: SE Los Rosales  85  123,BUS: SE Los Rosales  85  123,,RENFE:-RENFE: Villaverde Bajo ,ENSEÑANZA: Segundo ciclo de Educación Infantil - Primaria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b9f34b6faa61c010VgnVCM1000000b205a0aRCRD,CALLE-ESTEFANITA-NUM-7,CALLE,ESTEFANITA,NUM,7,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28021,3,Butarque,https://www.wikidata.org/wiki/Q390453,17,Villaverde,https://www.wikidata.org/wiki/Q919536,442785,4466530,40.345482201202394,-3.674981279643457,917 100 008 - 917 973 463,917 983 281,cp.elgreco.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5220,Colegio Público El Madroño,1,1,1,No mencionado,-BUS: 63  141  143  E,BUS: 63  141  143  E,,,ENSEÑANZA: Educación Infantil - Primaria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=571da3f5ca71c010VgnVCM1000000b205a0aRCRD,CALLE-LAS_MARISMAS-NUM-14,CALLE,LAS MARISMAS,NUM,14,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28038,6,Numancia,https://www.wikidata.org/wiki/Q10338144,13,Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,444572,4472813,40.402204300135466,-3.654488722948694,915 014 668,915 013 612,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5339,Colegio Público El Quijote,1,1,1,No mencionado,-METRO: Congosto -BUS: 54  142,BUS: 54  142,METRO: Congosto,,ENSEÑANZA: Educación Infantil - Primaria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ac2da3f5ca71c010VgnVCM1000000b205a0aRCRD,CALLE-FUENTIDUEÑA-S/N-4,CALLE,FUENTIDUEÑA,S/N,4,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28031,1,Casco Histórico de Vallecas,https://www.wikidata.org/wiki/Q16544370,18,Villa de Vallecas,https://www.wikidata.org/wiki/Q1947988,447045,4469557,40.374905112512465,-3.6238093612915145,913 800 214,913 800 246,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
64474,Colegio Público El Sol,1,1,1,Auditivos,-BUS: 48  109  140,BUS: 48  109  140,,,Enseñanzas   Segundo ciclo de Educación Infantil Educación Primaria  Educación especial:  Educación infantil  Educación Básica Obligatoria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e667598d1351c010VgnVCM1000000b205a0aRCRD,AVENIDA-CANILLEJAS_A_VICALVARO-NUM-82,AVENIDA,CANILLEJAS A VICALVARO,NUM,82,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28022,4,Arcos,https://www.wikidata.org/wiki/Q9627876,20,San Blas,https://www.wikidata.org/wiki/Q2001937,448112,4474999,40.423997382335585,-3.611684586484881,91 777 76 79  (Colegio Público) - 913 060 345 - 913 060 347 (Educación Especial),913 060 347,cp.elsol.madrid@educa.madrid.org (Educación Especial),/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5145,Colegio Público Emilia Pardo Bazán,1,No mencionado,1,No mencionado,-METRO: Embajadores -BUS: 27 34 36 41 60 119 148 C1 C2 -RENFE: Embajadores,BUS: 27 34 36 41 60 119 148 C1 C2,METRO: Embajadores,RENFE: Embajadores,ENSEÑANZA: Educación Infantil - Primaria - Enseñanza bilingüe,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f14da3f5ca71c010VgnVCM1000000b205a0aRCRD,CALLE-VENTORRILLO-V-14,CALLE,VENTORRILLO,V,14,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28005,2,Embajadores,https://www.wikidata.org/wiki/Q2449844,1,Centro,https://www.wikidata.org/wiki/Q1763376,440135,4473146,40.40677803487061,-3.705527696367566,915 306 059,915 275 184,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5148,Colegio Público Ermita del Santo,1,1,1,No mencionado,-BUS: 25  138,BUS: 25  138,,,ENSEÑANZA: Educación Infantil - Primaria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9c6da3f5ca71c010VgnVCM1000000b205a0aRCRD,PASEO-ERMITA_DEL_SANTO-V-18,PASEO,ERMITA DEL SANTO,V,18,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28011,2,Barrio de Puerta del Ángel,https://www.wikidata.org/wiki/Q31142,10,Latina,https://www.wikidata.org/wiki/Q794954,438623,4473619,40.41091984789517,-3.7234030687601254,914 642 590,914 642 590,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5149,Colegio Público Escuelas Aguirre,1,1,No mencionado,Auditivos,-BUS: 20  26  63  69  152,BUS: 20  26  63  69  152,,,ENSEÑANZA: Educación Infantil - Primaria - Enseñanza bilingüe,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e18da3f5ca71c010VgnVCM1000000b205a0aRCRD,CALLE-PIO_BAROJA-V-4,CALLE,PIO BAROJA,V,4,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28009,6,Niño Jesús,https://www.wikidata.org/wiki/Q3773746,3,Retiro,https://www.wikidata.org/wiki/Q2002296,442787,4473989,40.41454970248996,-3.674350860475647,915 741 864,915 044 683,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5150,Colegio Público Escuelas Bosque,1,1,1,Motóricos,-METRO: Francos Rodríguez -BUS: 44  64  126  127  128  132,BUS: 44  64  126  127  128  132,METRO: Francos Rodríguez,,ENSEÑANZA: Educación Infantil - Primaria - Enseñanza bilingüe,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=379da3f5ca71c010VgnVCM1000000b205a0aRCRD,AVENIDA-SANTO_ANGEL_DE_LA_GUARDA-V-4,AVENIDA,SANTO ANGEL DE LA GUARDA,V,4,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28039,4,Valdezarza,https://www.wikidata.org/wiki/Q10388728,9,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,439697,4479154,40.45898733981378,-3.712536881730324,91 450 50 60 - 91 459 05 57,91 459 05 57,cp.escuelasbosque.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5245,Colegio Público Esperanza,1,1,1,No mencionado,-METRO: Esperanza -BUS: 73  120  122,BUS: 73  120  122,METRO: Esperanza,,ENSEÑANZA: Educación Infantil - Primaria - Enseñanza bilingüe,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8cada3f5ca71c010VgnVCM1000000b205a0aRCRD,CALLE-ANDORRA-V-12,CALLE,ANDORRA,V,12,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28043,3,Canillas,https://www.wikidata.org/wiki/Q9694341,16,Hortaleza,https://www.wikidata.org/wiki/Q1928529,445250,4479176,40.46144263379954,-3.6457808079102354,913 003 012,913 003 012,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5152,Colegio Público Eugenio María de Hostos,1,1,1,No mencionado,-METRO: Antonio Machado -BUS: 42  127  132,BUS: 42  127  132,METRO: Antonio Machado,,ENSEÑANZA: Educación Infantil - Primaria - Enseñanza bilingüe,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=27dda3f5ca71c010VgnVCM1000000b205a0aRCRD,CALLE-VALDEVARNES-V-26,CALLE,VALDEVARNES,V,26,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28039,4,Valdezarza,https://www.wikidata.org/wiki/Q10388728,9,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,439152,4480079,40.469162084516505,-3.7177757178062834,913 736 366,913 866 937,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5155,Colegio Público Felipe II,1,No mencionado,1,No mencionado,-METRO: Ventilla -BUS: 42  147,BUS: 42  147,METRO: Ventilla,,ENSEÑANZA: Educación Infantil - Primaria,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c10ea3f5ca71c010VgnVCM1000000b205a0aRCRD,AVENIDA-ASTURIAS-V-70,AVENIDA,ASTURIAS,V,70,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28029,4,Almenara,https://www.wikidata.org/wiki/Q2265427,6,Tetuán,https://www.wikidata.org/wiki/Q1773540,440718,4480483,40.47290570166502,-3.699341838889918,913 157 353,917 339 393,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5158,Colegio Público Fernando el Católico,1,1,1,No mencionado,-METRO: Quevedo -BUS: 16  61  149,BUS: 16  61  149,METRO: Quevedo,,ENSEÑANZA: Educación Infantil - Primaria - Enseñanza bilingüe,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c2ea3f5ca71c010VgnVCM1000000b205a0aRCRD,CALLE-FERNANDO_EL_CATOLICO-V-16,CALLE,FERNANDO EL CATOLICO,V,16,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28015,2,Arapiles,https://www.wikidata.org/wiki/Q10856744,7,Chamberí,https://www.wikidata.org/wiki/Q1763370,439802,4476182,40.434103689530446,-3.7097392943348284,914 442 902,914 469 251,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5156,Colegio Público Fernández de Moratín,1,1,1,No mencionado,-BUS: 46  75,BUS: 46  75,,,ENSEÑANZA: Educación Infantil - Primaria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=171ea3f5ca71c010VgnVCM1000000b205a0aRCRD,AVENIDA-VALLADOLID-NUM-2,AVENIDA,VALLADOLID,NUM,2,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28008,1,Casa de Campo,https://www.wikidata.org/wiki/Q16302441,9,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,438305,4475377,40.42673321856838,-3.7273094844478685,915 479 787 - 915 596 791,915 596 791,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5159,Colegio Público Filósofo Séneca,1,1,1,No mencionado,-METRO: Parque de Santa María -BUS: 9  107,BUS: 9  107,METRO: Parque de Santa María,,ENSEÑANZA: Educación Infantil - Primaria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b14ea3f5ca71c010VgnVCM1000000b205a0aRCRD,CALLE-SANTA_ADELA-V-21,CALLE,SANTA ADELA,V,21,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28033,4,Pinar del Rey,https://www.wikidata.org/wiki/Q10349788,16,Hortaleza,https://www.wikidata.org/wiki/Q1928529,444885,4481058,40.478381551999256,-3.6502374703975162,917 638 145,913 817 216,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5160,Colegio Público Fontarrón,1,1,1,Motóricos,-BUS: 8  20  30  45  63  71  100  143  E,BUS: 8  20  30  45  63  71  100  143  E,,,ENSEÑANZA: Educación Infantil - Primaria - Enseñanza bilingüe,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=075ea3f5ca71c010VgnVCM1000000b205a0aRCRD,CALLE-ARROYO_FONTARRON-V-24,CALLE,ARROYO FONTARRON,V,24,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28030,1,Pavones,https://www.wikidata.org/wiki/Q71760,14,Moratalaz,https://www.wikidata.org/wiki/Q2076109,446341,4472013,40.39511351284605,-3.6335755702199677,917 720 378,913 050 045,cp.fontarron.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5161,Colegio Público Francisco Arranz,1,1,1,No mencionado,-BUS: 34,BUS: 34,,,ENSEÑANZA: Educación Infantil - Primaria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5c6ea3f5ca71c010VgnVCM1000000b205a0aRCRD,CALLE-SONDICA-V-2,CALLE,SONDICA,V,2,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28044,7,Las Águilas,https://www.wikidata.org/wiki/Q5971372,10,Latina,https://www.wikidata.org/wiki/Q794954,435262,4469652,40.37492895164089,-3.762609414778231,917 066 882,917 066 882,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5165,Colegio Público Francisco Fatóu,1,1,1,Trastornos generales del desarrollo,-BUS: 58  142,BUS: 58  142,,,ENSEÑANZA: Educación Infantil - Primaria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=91cea3f5ca71c010VgnVCM1000000b205a0aRCRD,CAMINO-SUERTE-S/N-23,CAMINO,SUERTE,S/N,23,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28031,1,Casco Histórico de Vallecas,https://www.wikidata.org/wiki/Q16544370,18,Villa de Vallecas,https://www.wikidata.org/wiki/Q1947988,447502,4469673,40.37597903288599,-3.6184358604020184,913 321 050,913 323 222,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5166,Colegio Público Francisco Ruano,No mencionado,No mencionado,1,No mencionado,-BUS: 24  102  111  144 -RENFE: Entrevias,BUS: 24  102  111  144,,RENFE: Entrevias,ENSEÑANZA: Educación Infantil - Primaria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e6dea3f5ca71c010VgnVCM1000000b205a0aRCRD,CALLE-ALMURADIEL-NUM-150,CALLE,ALMURADIEL,NUM,150,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28053,1,Entrevías,https://www.wikidata.org/wiki/Q71756,13,Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,442826,4470162,40.380085637390486,-3.673547648504667,917 862 196,917 862 196,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5162,Colegio Público Francisco de Goya,1,1,1,No mencionado,-METRO: Puerta del Angel -BUS: 31  33  36  39  65  138,BUS: 31  33  36  39  65  138,METRO: Puerta del Angel,,ENSEÑANZA: Educación Infantil - Primaria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a18ea3f5ca71c010VgnVCM1000000b205a0aRCRD,CALLE-ANTILLON-NUM-23,CALLE,ANTILLON,NUM,23,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28011,2,Barrio de Puerta del Ángel,https://www.wikidata.org/wiki/Q31142,10,Latina,https://www.wikidata.org/wiki/Q794954,438250,4473651,40.411189612846165,-3.727790340862767,914 637 472,914 633 270,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5163,Colegio Público Francisco de Luis,1,1,1,No mencionado,-METRO: Estrella -BUS: 8  20  30  32  113,BUS: 8  20  30  32  113,METRO: Estrella,,ENSEÑANZA: Educación Infantil - Primaria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f69ea3f5ca71c010VgnVCM1000000b205a0aRCRD,CALLE-CORREGIDOR_RODRIGO_RODRIGUEZ-V-5,CALLE,CORREGIDOR RODRIGO RODRIGUEZ,V,5,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28030,4,Media Legua,https://www.wikidata.org/wiki/Q9031035,14,Moratalaz,https://www.wikidata.org/wiki/Q2076109,443975,4473345,40.40883801642817,-3.660292565776491,914 394 600,913 284 275,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5164,Colegio Público Francisco de Quevedo,1,1,1,No mencionado,-METRO: Menéndez Pelayo -BUS: 24  37  54  57  102  141  152,BUS: 24  37  54  57  102  141  152,METRO: Menéndez Pelayo,,ENSEÑANZA: Educación Infantil - Primaria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4caea3f5ca71c010VgnVCM1000000b205a0aRCRD,CALLE-GRANADA-V-16,CALLE,GRANADA,V,16,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28007,1,Pacífico,https://www.wikidata.org/wiki/Q3773753,3,Retiro,https://www.wikidata.org/wiki/Q2002296,442357,4472902,40.404727692050116,-3.679332106624429,915 515 211,914 333 827,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5167,Colegio Público Fray Junípero Serra,1,1,1,No mencionado,-METRO: Nueva Numancia -BUS: 10  24  54  57  58  310  410,BUS: 10  24  54  57  58  310  410,METRO: Nueva Numancia,,ENSEÑANZA: Educación Infantil - Primaria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3ceea3f5ca71c010VgnVCM1000000b205a0aRCRD,CAMINO-VALDERRIBAS-V-120,CAMINO,VALDERRIBAS,V,120,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28038,6,Numancia,https://www.wikidata.org/wiki/Q10338144,13,Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,444146,4471842,40.395309545329106,-3.658157243926342,914 304 882,914 376 926,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
176824,Colegio Público Gabriela Mistral,1,1,No mencionado,No mencionado,-METRO: Las Tablas -BUS: 172 176,BUS: 172 176,METRO: Las Tablas,,ENSEÑANZA: Educación Infantil - Primaria - Enseñanza bilingüe,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0f044b6faa61c010VgnVCM1000000b205a0aRCRD,CALLE-MIRALLOS-V-3,CALLE,MIRALLOS,V,3,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28050,6,Valverde,https://www.wikidata.org/wiki/Q31132,8,Fuencarral-El Pardo,https://www.wikidata.org/wiki/Q656196,443443,4484329,40.50774206131332,-3.6675525270094127,913 586 549,913 586 557,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5082,Colegio Público Gandhi,1,1,1,No mencionado,-METRO: García Noblejas -BUS: 70  109  106,BUS: 70  109  106,METRO: García Noblejas,,ENSEÑANZA: Educación Infantil - Primaria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=810fa3f5ca71c010VgnVCM1000000b205a0aRCRD,CALLE-GANDHI-NUM-10,CALLE,GANDHI,NUM,10,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28017,2,Pueblo Nuevo,https://www.wikidata.org/wiki/Q71753,15,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,446006,4474986,40.423746261606965,-3.6365082780370956,917 544 592 - 913 044 982,913 045 222,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5169,Colegio Público Garcilaso de la Vega,1,1,1,No mencionado,-METRO: Canillas -BUS: 73  112  120,BUS: 73  112  120,METRO: Canillas,,ENSEÑANZA: Educación Infantil - Primaria - Enseñanza bilingüe,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2c2fa3f5ca71c010VgnVCM1000000b205a0aRCRD,CALLE-TREFACIO-V-18,CALLE,TREFACIO,V,18,Madrid,https://www.wikidata.org/wiki/Q2807,Madrid Province,https://www.wikidata.org/wiki/Q24004405,28043,3,Canillas,https://www.wikidata.org/wiki/Q9694341,16,Hortaleza,https://www.wikidata.org/wiki/Q1928529,446243,4479785,40.46699372886275,-3.634108987557183,913 882 060,917 161 701,No mencionado,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
