num_expediente,fecha,localizacion,numero,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,cod_lesividad,lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga
2022S001190,2022-01-20T19:00:00Z,Avda. Ciudad De Barcelona / Call. Arregui Y Aruej,113,3,Retiro,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Mujer,2,Ingreso inferior o igual a 24 horas,443162.743,4472217.22,false,false
2022S001303,2022-01-21T17:20:00Z,Call. Gran Via,25,1,Centro,Alcance,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,77,Se desconoce,440445.854,4474611.498,false,false
2022S001329,2022-01-21T20:25:00Z,Call. Via Lusitana / Avda. Poblados,150,11,Carabanchel,Colisión lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,2,Ingreso inferior o igual a 24 horas,437053.16,4468785.914,false,false
2022S001410,2022-01-22T17:00:00Z,Calle Luchana 25,25,7,Chamberí,Alcance,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440692.261,4475868.453,false,false
2022S001489,2022-01-23T16:40:00Z,Call. Carcastillo,23,11,Carabanchel,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,437553.744,4470006.681,false,false
2022S001538,2022-01-24T16:15:00Z,Call. Alcala,85,4,Salamanca,Alcance,Nublado,Bicicleta,Conductor,De 35 a 39 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,441847.321,4474662.181,false,false
2022S001557,2022-01-24T19:11:00Z,Call. Alcala,204,4,Salamanca,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,443811.805,4475807.975,false,false
2022S001597,2022-01-25T00:10:00Z,Call. Mauricio Legendre,11,5,Chamartín,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,441787.82,4480139.275,false,false
2022S001623,2022-01-25T18:15:00Z,Call. O'donnell / Call. Alcala,1,4,Salamanca,Colisión lateral,Despejado,Bicicleta,Conductor,Desconocido,Desconocido,77,Se desconoce,441995.327,4474701.923,false,false
2022S001682,2022-01-26T15:35:00Z,Call. Colombia / Call. Principe De Vergara,8,5,Chamartín,Colisión lateral,Se desconoce,Bicicleta,Conductor,De 45 a 49 años,Hombre,77,Se desconoce,442578.923,4478720.049,false,false
2022S001694,2022-01-26T19:38:00Z,Avda. Las Suertes / Call. Pilar De Madariaga Rojo,83,18,Villa De Vallecas,Atropello a persona,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,14,Sin asistencia sanitaria,449824.429,4468207.236,false,false
2022S001694,2022-01-26T19:38:00Z,Avda. Las Suertes / Call. Pilar De Madariaga Rojo,83,18,Villa De Vallecas,Atropello a persona,Despejado,Bicicleta,Peatón,De 40 a 44 años,Hombre,14,Sin asistencia sanitaria,449824.429,4468207.236,false,false
2022S001694,2022-01-26T19:38:00Z,Avda. Las Suertes / Call. Pilar De Madariaga Rojo,83,18,Villa De Vallecas,Atropello a persona,Despejado,Bicicleta,Peatón,Menor de 5 años,Mujer,1,Atención en urgencias sin posterior ingreso,449824.429,4468207.236,false,false
2022S001759,2022-01-27T15:57:00Z,Call. Berruguete / Call. Burgos,54,6,Tetuán,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Mujer,14,Sin asistencia sanitaria,440241.331,4478913.854,false,false
2022S001772,2022-01-27T19:00:00Z,Avda. Los Rosales,399,17,Villaverde,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,443536.858,4465120.038,false,false
2022S001858,2022-01-28T16:05:00Z,Call. Raimundo Lulio / Call. Santa Engracia,24,7,Chamberí,Colisión frontal,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,2,Ingreso inferior o igual a 24 horas,440799.278,4476046.192,false,false
2022S001906,2022-01-28T23:25:00Z,Paseo. Marques De Zafra / Call. Doctor Esquerdo,2,4,Salamanca,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,443303.029,4475349.263,false,false
2022S002062,2022-01-29T13:20:00Z,Call. Portomarin / Call. Isabel Colbrand,5,8,Fuencarral-el Pardo,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,443155.958,4485038.114,false,false
2022S002084,2022-01-30T13:10:00Z,Avda. Albufera,25,13,Puente De Vallecas,Colisión lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,443381.434,4472064.741,false,false
2022S002111,2022-01-30T19:20:00Z,Call. Alcala / Call. Velazquez,60,3,Retiro,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,441887.286,4474671.353,false,false
2022S002229,2022-01-31T14:50:00Z,Plaza. Pico Salvaguardia / Autov. M-607,1,8,Fuencarral-el Pardo,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440911.27,4482268.398,false,false
2022S002246,2022-02-01T18:00:00Z,Call. Tolosa,20,12,Usera,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Mujer,14,Sin asistencia sanitaria,439418.167,4469453.282,false,false
2022S002246,2022-02-01T18:00:00Z,Call. Tolosa,20,12,Usera,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Peatón,De 40 a 44 años,Mujer,2,Ingreso inferior o igual a 24 horas,439418.167,4469453.282,false,false
2022S002292,2022-01-26T10:00:00Z,Avda. Complutense / Call. Profesor Aranguren,1,9,Moncloa-aravaca,Colisión lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,438232.184,4477765.563,false,false
2022S002346,2022-02-02T22:50:00Z,Plaza. Alosno / Av Democracia/pza Alosno,4,19,Vicálvaro,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,77,Se desconoce,447651.3,4472928.877,false,false
2022S002463,2022-02-03T20:45:00Z,Call. Fernandez De Los Rios,34,7,Chamberí,Colisión lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,439980.215,4476286.551,false,false
2022S002498,2022-02-04T07:50:00Z,Call. Ribera Del Sena / Gta. Luxemburgo,14,21,Barajas,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,77,Se desconoce,447420.978,4479334.458,false,false
2022S002504,2022-02-04T00:00:00Z,Call. Blasco De Garay,15,7,Chamberí,Alcance,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,77,Se desconoce,439629.028,4475900.171,false,false
2022S002603,2022-02-05T13:00:00Z,Call. Alcalde Sainz De Baranda,62,3,Retiro,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,1,Atención en urgencias sin posterior ingreso,443142.574,4474201.444,false,false
2022S002634,2022-02-05T20:40:00Z,Call. Gran Via,74,1,Centro,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,77,Se desconoce,439785.757,4474924.304,false,false
2022S002662,2022-02-05T06:30:00Z,Call. Cartagena / Call. Azcona,30,4,Salamanca,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,2,Ingreso inferior o igual a 24 horas,443136.386,4476115.86,false,false
2022S002703,2022-02-06T00:45:00Z,Paseo. Prado,7,3,Retiro,Atropello a persona,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,14,Sin asistencia sanitaria,441215.781,4473760.056,false,false
2022S002703,2022-02-06T00:45:00Z,Paseo. Prado,7,3,Retiro,Atropello a persona,Despejado,Bicicleta,Peatón,De 25 a 29 años,Mujer,2,Ingreso inferior o igual a 24 horas,441215.781,4473760.056,false,false
2022S002703,2022-02-06T00:45:00Z,Paseo. Prado,7,3,Retiro,Atropello a persona,Despejado,Bicicleta,Peatón,Más de 74 años,Mujer,2,Ingreso inferior o igual a 24 horas,441215.781,4473760.056,false,false
2022S002736,2022-02-07T08:45:00Z,Call. Hermanos Garcia Noblejas,21,20,San Blas-canillejas,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,1,Atención en urgencias sin posterior ingreso,446131.279,4476115.208,false,false
2022S002768,2022-02-07T18:35:00Z,Plaza. Colon / Call. Genova,1,1,Centro,Colisión lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,441385.731,4475199.867,false,false
2022S002821,2022-02-08T15:50:00Z,Ctra. Ciudad Universitaria,Se desconoce,9,Moncloa-aravaca,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,435637.278,4474644.026,false,false
2022S002821,2022-02-08T15:50:00Z,Ctra. Ciudad Universitaria,Se desconoce,9,Moncloa-aravaca,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,435637.278,4474644.026,false,false
2022S002884,2022-02-08T20:30:00Z,Call. Gran Via / Call. Gonzalo Jimenez De Quesada,32,1,Centro,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440360.257,4474630.94,false,false
2022S002887,2022-02-08T18:00:00Z,Call. Preciados / Call. Rompelanzas,13,1,Centro,Atropello a persona,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,14,Sin asistencia sanitaria,440181.532,4474480.931,false,false
2022S002887,2022-02-08T18:00:00Z,Call. Preciados / Call. Rompelanzas,13,1,Centro,Atropello a persona,Despejado,Bicicleta,Peatón,De 18 a 20 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440181.532,4474480.931,false,false
2022S003022,2022-02-05T11:35:00Z,Call. Profesor Jose Garcia Santesmases,9,9,Moncloa-aravaca,Caída,Despejado,Bicicleta,Conductor,Más de 74 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,438042.796,4478341.181,false,false
2022S003043,2022-02-10T14:10:00Z,Call. Obenque / Call. Noray,1,21,Barajas,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,449558.371,4477939.031,false,false
2022S003108,2022-02-10T09:50:00Z,Paseo. Piñonero / Call. Anillo Verde,3,9,Moncloa-aravaca,Colisión frontal,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,438137.416,4474626.988,false,false
2022S003108,2022-02-10T09:50:00Z,Paseo. Piñonero / Call. Anillo Verde,3,9,Moncloa-aravaca,Colisión frontal,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,438137.416,4474626.988,false,false
2022S003137,2022-02-11T19:05:00Z,Paseo. Ruperto Chapi,Se desconoce,9,Moncloa-aravaca,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 15 a 17 años,Hombre,1,Atención en urgencias sin posterior ingreso,438392.854,4476097.143,false,false
2022S003241,2022-02-12T08:33:00Z,Avda. Andes,50,16,Hortaleza,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,1,Atención en urgencias sin posterior ingreso,447606.973,4478735.782,false,false
2022S003256,2022-02-12T00:50:00Z,Call. Rosalia De Castro,69,8,Fuencarral-el Pardo,Caída,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,2,Ingreso inferior o igual a 24 horas,437786.974,4481800.67,false,false
2022S003280,2022-02-08T06:33:00Z,Call. Daimiel / Paseo. Ermita Del Santo,9,10,Latina,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,2,Ingreso inferior o igual a 24 horas,438590.678,4473376.435,false,false
2022S003341,2022-02-13T14:20:00Z,Call. Raimundo Fernandez Villaverde,30,7,Chamberí,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,2,Ingreso inferior o igual a 24 horas,440669.764,4477553.993,false,false
2022S003344,2022-02-12T19:50:00Z,Custa. San Vicente,40,9,Moncloa-aravaca,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 60 a 64 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,439025.523,4474666.804,false,false
2022S003379,2022-02-11T13:35:00Z,"Avda. Manzanares, Frente Al 198",198,12,Usera,Atropello a persona,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440377.629,4471645.073,false,false
2022S003379,2022-02-11T13:35:00Z,"Avda. Manzanares, Frente Al 198",198,12,Usera,Atropello a persona,Despejado,Bicicleta,Peatón,Menor de 5 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,440377.629,4471645.073,false,false
2022S003383,2022-02-14T09:00:00Z,Call. Serrano,144,5,Chamartín,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 55 a 59 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,441825.922,4477078.064,false,false
2022S003412,2022-02-14T16:07:00Z,"Paseo. Acacias,frente Al Número ,69",69,2,Arganzuela,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,439466.706,4472532.803,false,false
2022S003425,2022-02-14T17:30:00Z,Call. Francos Rodriguez / Call. Margaritas,52,6,Tetuán,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 18 a 20 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440105.949,4478680.818,false,false
2022S003434,2022-02-14T21:05:00Z,Call. San Bernardo,77,1,Centro,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,77,Se desconoce,440077.663,4475441.954,false,false
2022S003494,2022-02-15T17:25:00Z,Plaza De Emperador Carlos V,10,1,Centro,Alcance,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,14,Sin asistencia sanitaria,441240.237,4473350.338,false,false
2022S003631,2022-02-05T00:00:00Z,Avda. Valladolid,83,9,Moncloa-aravaca,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,437715.917,4476174.373,false,false
2022S003681,2022-02-16T15:10:00Z,Call. Barcelo / Call. Fuencarral,1,1,Centro,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,440511.394,4475309.603,false,false
2022S003690,2022-02-16T17:30:00Z,Call. Meson De Paredes / Call. Juanelo,10,1,Centro,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 50 a 54 años,Mujer,1,Atención en urgencias sin posterior ingreso,440178.326,4473655.669,false,false
2022S003770,2022-02-16T20:00:00Z,Call. Alberto Aguilera,8,7,Chamberí,Colisión lateral,Despejado,Bicicleta,Conductor,De 18 a 20 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,440049.16,4475700.279,false,false
2022S003825,2022-02-17T00:40:00Z,Paseo. Acacias / Paseo. Olmos,30A,2,Arganzuela,Colisión lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,3,Ingreso superior a 24 horas,439719.397,4472720.886,false,false
2022S003870,2022-02-17T16:15:00Z,"Autov. M-30 Salida 20a, Senda Ciclable",+02000E,9,Moncloa-aravaca,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,2,Ingreso inferior o igual a 24 horas,437515.941,4476210.722,false,false
2022S003895,2022-02-17T00:50:00Z,Call. Doctor Vallejo / Call. Sambara,17,15,Ciudad Lineal,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,1,Atención en urgencias sin posterior ingreso,445383.795,4476472.099,false,false
2022S003937,2022-02-18T11:30:00Z,Call. Segovia / Call. Beatriz Galindo,21,1,Centro,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Mujer,77,Se desconoce,439445.68,4473943.628,false,false
2022S003968,2022-02-18T13:55:00Z,Call. San Quintin / Call. Bailen,10,1,Centro,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,439528.966,4474570.396,false,false
2022S004257,2022-02-20T11:10:00Z,Call. Andres Mellado / Call. Donoso Cortes,66,7,Chamberí,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,439421.373,4476445.406,false,false
2022S004318,2022-02-18T17:02:00Z,Call. Cerro Minguete,14A,8,Fuencarral-el Pardo,Colisión lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,77,Se desconoce,439174.274,4482044.898,false,false
2022S004340,2022-02-21T17:32:00Z,Call. Argüeso / Call. Pelicano,27,11,Carabanchel,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,1,Atención en urgencias sin posterior ingreso,438333.476,4470591.75,false,false
2022S004492,2022-02-22T14:30:00Z,Call. Clara Campoamor,25,11,Carabanchel,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 40 a 44 años,Mujer,5,Asistencia sanitaria ambulatoria con posterioridad,437749.445,4470645.442,false,false
2022S004570,2022-02-23T11:40:00Z,Avda. Niceto Alcala Zamora,4,16,Hortaleza,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,2,Ingreso inferior o igual a 24 horas,444947.011,4481407.058,false,false
2022S004577,2022-02-23T10:35:00Z,Autov. M-607,+00900E,8,Fuencarral-el Pardo,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,2,Ingreso inferior o igual a 24 horas,440271.528,4489059.353,false,false
2022S004591,2022-02-22T18:35:00Z,Ctra. M-612,4100S,8,Fuencarral-el Pardo,Caída,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,1,Atención en urgencias sin posterior ingreso,437373.342,4485092.675,false,false
2022S004596,2022-02-23T16:00:00Z,Call. Garcilaso,11,7,Chamberí,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 18 a 20 años,Hombre,14,Sin asistencia sanitaria,440632.707,4475966.121,false,false
2022S004779,2022-02-21T18:25:00Z,Call. Pedro Rico / Call. Arzobispo Morcillo,51,8,Fuencarral-el Pardo,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 70 a 74 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440756.032,4481681.539,false,false
2022S004858,2022-02-24T19:20:00Z,Ctra. Canillas / Call. Matapozuelos,17,16,Hortaleza,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,444753.001,4479363.016,false,false
2022S004946,2022-02-25T23:40:00Z,Call. Breton De Los Herreros / Call. Alonso Cano,28,7,Chamberí,Colisión lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,1,Atención en urgencias sin posterior ingreso,440825.149,4476773.703,false,false
2022S005282,2022-02-28T20:10:00Z,Call. Carlos Ii,2,20,San Blas-canillejas,Colisión frontal,Despejado,Bicicleta,Conductor,De 6 a 9 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,448505.034,4475342.746,false,false
2022S005313,2022-02-28T13:30:00Z,Ctra. Zarzon,6,9,Moncloa-aravaca,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 55 a 59 años,Hombre,77,Se desconoce,434024.875,4473746.84,false,false
