PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,EQUIPAMIENTO_CLEANED,DEPORTE,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,PLANTA,PUERTA,ESCALERAS,ORIENTACION,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,COD-DISTRITO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,FAX,EMAIL,TIPO,Column
,,,,,piscina,natacion,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,pabellon polideportivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,sala de musculacion,musculacion,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,rocodromo,escalada,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
4696,Centro Deportivo Municipal Aluche,,"Horario de uso de las instalaciones deportivas Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a domingos y festivos de 8,30 a 20,30 horas.    Cierre completo del centro      Días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.","Clases y escuelas deportivas       Pre-Infantiles (1 a 5 años, según modalidades): actividad física y juego, natación, patinaje velocidad y pre-deporte (gimnasia rítmica y artística).  Infantiles (6 a 14 años, según modalidades): aeróbic, atletismo, baloncesto, buceo, fútbol, gimnasia artística, gimnasia rítmica, gimnasia rítmica (estética), hockey patines, judo, karate shyto, natación, patinaje artístico, patinaje velocidad, polideportiva, tenis y voleibol.  Jóvenes y adultos (15 a 64 años, según modalidades): aeróbic, acuapilates, atletismo, bailes de salón, baloncesto, carrera acuática (acuarunning) , caminar por Madrid, correr por Madrid (carrera popular), ciclo sala, fitness, gimnasia acuática (acuagim), GAP (glúteos, abdomen, piernas) , gimnasia de compensación (salud), gimnasia rítmica (estética), judo, karate shyto,  marcha nórdica, natación, natación de compensación, natación embarazadas, pádel, pilates, streching, tenis y yoga dinámico.  Mayores de 65 años: acondicionamiento físico deportivo, gimnasia acuática (acuagim), natación y pilates.  Personas con discapacidad física: natación.    Actividades físico deportivas para centros escolares: escuela deportiva de educación Vial.   Equipamientos    Superficie total de las instalaciones:  13.960 metros cuadrados  Unidades deportivas al aire libre: 1 campo de fútbol de césped artificial, circuito de educación vial, 1 frontón corto, 1 frontón largo, patinódromo, piscinas (1 vaso de gemelas y 1 vaso infantil), pista de atletismo, pista de hockey patines, 4 pistas de pádel, pista de patinaje, 9 pistas polideportivas, 9 pistas de tenis, 2 pistas de voley playa y 19 tenis de mesa.   Unidades deportivas cubiertas:  pabellón polideportivo, piscinas (vaso de 50 metros y vaso de 25 metros), sala de artes marciales, salas multiusos, sala de musculación y 2 saunas.    Servicio de medicina deportiva: Acondicionamiento cardiovascular, reconocimientos médicos para deportistas.  Ayudas técnicas para la accesibilidad: 1 grúa de piscina.   Oficina de promoción deportiva: responsable de la coordinación de Juegos deportivos municipales, torneos y circuitos municipales, copas de primavera, información en las escuelas de promoción deportiva.   Columna de rescate cardíaco.",pista de atletismo,atletismo,"Metro: Aluche  Bus: 17, 34, 139  Renfe: Fanjul   Bicicletas:  el centro dispone de aparca bicicletas exterior  con capacidad para 6 bicicletas.",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4506b0c40971c010VgnVCM1000000b205a0aRCRD,DE LAS AGUILAS,AVENIDA,V,14,,,,,MADRID,MADRID,28044,7,LAS AGUILAS,10,LATINA,434332,4470525,40.38272,-3.77365,917 062 868,,idmaluche@madrid.es,Gimnasios, 
,,,,,pista de hockey patines,hockey,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,pista de padel ,padel,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,pista de patinaje,patinaje,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,pista polideportiva,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,pista de tenis ,tenis,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,pista de voley playa,voley,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,campos de futbol ,futbol,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,piscina,natacion,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,pabellon polideportivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,sala de musculacion,musculacion,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,fronton,fronton,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,patinodromo,patinaje,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,tenis de mesa,tenis de mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
4617960,Centro Deportivo Municipal Antiguo Canódromo,,"Horario de uso en las instalaciones deportivas:  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.",Equipamientos    Superficie: 9.000 metros cuadrados.  Unidades deportivas al aire libre: campo de fútbol (césped artificial) y campo de fútbol 7 (césped artificial).  Unidades deportivas cubiertas: sala de musculación.,campos de futbol ,futbol,"Bus: 17 , 25 , 119.",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dd6426521e7f3110VgnVCM1000000b205a0aRCRD,VIA CARPETANA,CALLE,V,57,,,,,MADRID,MADRID,28047,3,SAN ISIDRO,11,CARABANCHEL,437604,4472194,40.39802,-3.73527,618439332,,cdmantiguocanodromo@madrid.es,Gimnasios, 
,,,,,campos de futbol 7,futbol 7,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,sala de musculacion,musculacion,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
4624404,Centro Deportivo Municipal Antonio Díaz Miguel,,"Horario de uso de las instalaciones deportivas   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla    De lunes a viernes: de 7 a 14:30  y de 15:30 a 22 horas  Sábados: de 9 a 14 y de 15  a 19 horas Domingos y festivos: 9 a 14 horas   Cierre completo del centro  Días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo","SERVICIOS    Deportes Practicables   Bádminton - Baloncesto - Balonmano - Fútbol sala - Musculación - Natación  Uso de espacios deportivos Pabellón polideportivo - Piscina - Pista de bádminton - Pista de baloncesto - Pista de balonmano - Pista de fútbol sala - Sala de musculación  Enseñanzas Deportivas  Preinfantiles:  Educación Física de base &amp;ndash; matronatación &amp;ndash; natación  peques Infantiles  (edad, según modalidades):  aeróbic &amp;ndash; baloncesto &amp;ndash; balonmano &amp;ndash; fútbol sala &amp;ndash; gimnasia rítmica &amp;ndash; judo &amp;ndash; natación &amp;ndash; natación de competición &amp;ndash; polideportiva - salvamento acuático Jóvenes: aeróbic &amp;ndash; baloncesto &amp;ndash; fitness &amp;ndash; fútbol sala &amp;ndash; gimnasia rítmica &amp;ndash; judo &amp;ndash; natación Adultos: acondicionamiento físico &amp;ndash; aeróbic &amp;ndash; aeróbic/body jam &amp;ndash; aeróbic/zumba - aerofitness - baile - carrera acuática (acuarunning) &amp;ndash; ciclo sala &amp;ndash; combinada &amp;ndash; entrenamiento funcional - fitness -  fitness acuático &amp;ndash; fitness/body combat -  fuerza abdominales - fuerza CORE - fuerza hipopresivos - fuerza GAP - gimnasia acuática (acuagim) &amp;ndash; gimnasia suave &amp;ndash; gimnasia suave/body balance &amp;ndash; natación &amp;ndash; natación de compensación &amp;ndash; natación embarazadas &amp;ndash; pilates  &amp;ndash; tonificación &amp;ndash; yoga Mayores 65 años: actividad física &amp;ndash; gimnasia acuática (acuagim) - natación Personas con discapacidad: actividad acuática &amp;ndash; actividad física    Equipamientos    Superficie: 8.455,41 metros cuadrados  Unidades deportivas cubiertas: pabellón polideportivo - piscina (vaso de 25 metros y vaso de enseñanza ) - 3 salas multiusos - sala de musculación  Accesibilidad: instalación adaptada con 2 ascensores y 1 grúa de piscina",pista de badminton ,badminton,Metro: VentillaBus: 42,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c90342b9fda34110VgnVCM1000000b205a0aRCRD,JOAQUIN DICENTA,CALLE,V,1,,,,,MADRID,MADRID,28029,4,ALMENARA,6,TETUAN,441058,4480296,40.47125,-3.69533,913 145 437,,idmadm@madrid.es,Gimnasios, 
,,,,,pista de baloncesto,baloncesto,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,pista de balonmano,balonmano,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,pista de futbol sala,futbol sala,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,piscina,natacion,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,pabellon polideportivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,sala de musculacion,musculacion,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
99578,Centro Deportivo Municipal Barajas,,"Horario de uso de las instalaciones deportivas    Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a viernes: mañanas de 8,30 a 9,45 y de 10,15 a 13,15. Tardes de 17,00 a 19.00 y de 19,30 a 20,30 horas. Sábados, domingos y festivos: de 9,30 a 9,45 y de 10,15 a 14,15 horas.   Cierre completo del centro   Mes de agosto y días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.","Clases y escuelas deportivas    Pre infantiles: matronatación, natación  peques.  Infantiles (edad, según modalidades): bádminton, baloncesto, esgrima, gimnasia rítmica, judo, natación, pirag&amp;uuml;ismo,  pre-tenis y tenis.  Jóvenes y personas adultas: aeróbic, ciclo sala, combinada (fitness /natación,  natación/carrera acuática) fitness, gimnasia acuática (acuagim), natación,  natación de compensación, natación embarazadas, natación post-parto, pádel, pilates, pilates embarazadas, salvamento acuático, tenis y yoga.  Mayores 65 años: acondicionamiento físico, gimnasia acuática (acuagim), natación y pilates mayores.  Personas con discapacidad: natación (infantil y adulta).  Programa deportivo en la calle: caminar por Madrid, corredores por Madrid y marcha nórdica.   Equipamientos    Superficie: 17.346 metros cuadrados.   Unidades Deportivas al aire libre: 4 pistas de pádel y 4 pistas de tenis.   Unidades Deportivas cubiertas: 1 pabellón polideportivo, 1 piscina (vaso de 25 m. y vaso de enseñanza), 2 salas multiusos y 1 sala de musculación.  Oficina de promoción deportiva: responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales  y Copas de Primavera. Además, ofrece información sobre las Escuelas de Promoción Deportiva.   Ayudas técnicas para la accesibilidad: 1 ascensor y 1 grúa de piscina.   Columna de rescate cardíaco.",pista de padel ,padel,"Metro: Barajas , Alameda de Osuna.  Bus: Urbanos (105, 112, 115, 151) / Interurbanos (211, 212, 827).  Bicicleta: el centro dispone de aparcabicicletas exterior con capacidad para 6 bicicletas.",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b86c79262ef5d010VgnVCM1000000b205a0aRCRD,LOGROÑO,AVENIDA,NUM,70,,,,,MADRID,MADRID,28042,1,ALAMEDA DE OSUNA,21,BARAJAS,450176,4479315,40.46301,-3.58769,913 290 602,,idmbarajas@madrid.es,Gimnasios, 
,,,,,piscina,natacion,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,pabellon polideportivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,sala de musculacion,musculacion,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
10051058,Centro Deportivo Municipal Barceló,,"Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a viernes: de 7 a 24 horas. Sábados, domingos y festivos: de 7 a 22 horas.   Cierre completo del centro    Días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.","Clases y escuelas deportivas    Pre-infantil: educación física de base.  Infantiles (edad, según modalidades): gimnasia rítmica, polideportiva y taekwondo.  Jóvenes y personas adultas: aeróbic, sh&amp;rsquo;bam, aeróbic-zumba y ciclo sala, acondicionamiento físico, aeróbic-sh&amp;rsquo;bam, aeróbic-zumba, ciclo sala, fitness,  fitness-body combat, GAP (glúteos, abdomen, piernas), gimnasia suave -body balance,  indoor walking, pilates, tonificación, body pump y yoga.  Mayores 65 años: actividad física,  gimnasia de compensación, pilates y yoga.  Personas con discapacidad: actividad física.   Equipamientos    Superficie total de las instalaciones:  4.000 metros cuadrados.  Unidades deportivas cubiertas: pista polideportiva, salas multiusos (fitness - ciclo sala, indoor walking y sala de actividades dirigidas).",pista polideportiva,,"Metro: Tribunal, Alonso Martínez, Bilbao.  Bus: 3, 21, 37, 40, 147, 149.  Bicicleta:  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=335b21f025d44510VgnVCM2000001f4a900aRCRD,BARCELO,MERCADO,T,6,4º,,,,MADRID,MADRID,28004,,JUSTICIA/ CENTRO,,DISTRITO,440721,4475354,40.42671,-3.69883,910 285 389,,infobarcelo@forus.es,Gimnasios, 
4695,Centro Deportivo Municipal Blanca Fernández Ochoa (La Mina),,"Horario de uso de las instalaciones deportivas               Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a viernes: de 9,00 a 20,30 horas. Sábados, domingos y festivos: de 9,00 a 14,30 horas.   Cierre completo del centro   Días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.","Clases y escuelas deportivas    Pre-Infantiles (0 a 3 años): natación.  Infantiles: gimnasia rítmica y natación.  Adultos: acondicionamiento físico, aeróbic, combinada (acondicionamiento físico/natación, pilates/natación), combinada de compensación, fitness, gimnasia acuática (acuagim), gimnasia de compensación, gimnasia rítmica , musculación, natación, natación de compensación, pilates y relax/estiramientos.  Mayores de 65 años : actividad física y gimnasia acuática (acuagim).  Personas con discapacidad física: actividad acuática (adultos).   Equipamientos    Superficie total de las instalaciones: 33.295 metros cuadrados.  Unidades deportivas al aire libre: campo de fútbol, frontón, piscina (1 vaso de 50 metros, 1 vaso de recreo y 1 vaso infantil), 2 pistas de pádel y 2 pistas polideportivas.  Unidades deportivas cubiertas: pabellón polideportivo, piscina (1 vaso de 25 metros y 1 vaso de enseñanza), 4 pistas de squash, 1 sala de musculación y 2 salas multiusos.   Oficina de promoción deportiva:juegos deportivos municipales, torneos y circuitos municipales, copas de primavera, información sobre escuelas de promoción deportiva.     Ayudas técnicas de la accesibilidad:  instalación adaptada, con grúa de piscina.     Columna de rescate cardíaco.",pista de padel ,padel,"Metro: Carabanchel , Eugenia de Montijo.  Bus: 17 , 34 , 35 , 113 , 484 ,  481.  Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para  4  bicicletas.   Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=930942be9971c010VgnVCM1000000b205a0aRCRD,MONSEÑOR OSCAR ROMERO,CALLE,V,41,,,,,MADRID,MADRID,28025,4,VISTA ALEGRE,11,CARABANCHEL,436638,4470463,40.38235,-3.74648,"914 661 278                                                                     
914 661 732",,idmlamina@madrid.es,Gimnasios, 
,,,,,pista de squash,squash,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,piscina,natacion,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,pabellon polideportivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,sala de musculacion,musculacion,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
,,,,,fronton,fronton,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
4705,Centro Deportivo Municipal Casa de Campo,,"Horario de uso de las instalaciones deportivas                   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla:   De lunes a viernes, de 9 a 21 horas. Horario de verano, de lunes a domingo, de 9,30 a 14 y de 16 a 20,30 horas.    Cierre completo del Centro:      Los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.","Clases y escuelas deportivas  (Suspendidas las actividades cubiertas, hasta la finalización de las obras).   Pre infantiles:  natación peques.  Infantiles  (edad, según modalidades): actividades al aire libre - clases abiertas, mountain bike, natación, salvamento acuático y waterpolo.   Jóvenes y personas adultas  : caminar por Madrid, ciclismo por Madrid, correr por Madrid, ejercicio al aire libre, entrenamiento funcional, estiramiento relajación, fitness, gimnasia acuática  (acuagim), marcha nórdica, natación, natación de compensación y natación embarazadas, tonificación GAP, tonificación general.  Mayores 65 años : actividades aire libre, acondicionamiento físico, caminar por  Madrid, marcha nórdica y natación.   Actividades para personas con discapacidad intelectual:  natación (adultos),     Equipamientos    Superficie total de las instalaciones: 24.800 metros cuadrados.  Unidades deportivas al aire libre:  piscinas (vaso de 36 x 25 metros, vaso de 33 x 16 metros y vaso infantil).   Unidades deportivas cubiertas: piscina (vaso de 25 metros), vaso de aprendizaje, sala de musculación y sala polivalente.  Ayudas técnicas para la accesibilidad:  2 grúas de piscina.",piscina,natacion,"Metro: Lago, Puerta del Ángel.  Bus:  31, 33, 36, 39, 65, 138.   Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 10 bicicletas.  Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3876b0c40971c010VgnVCM1000000b205a0aRCRD,PUERTA DEL ANGEL,PASEO,V,7,,,,,MADRID,MADRID,28011,1,CASA DE CAMPO,9,MONCLOA-ARAVACA,437768,4474204,40.41613,-3.73354,914 630 050 / 914 649 889,,idmccampo@madrid.es,Gimnasios, 
,,,,,sala de musculacion,musculacion,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimnasios,
