PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,EQUIPAMIENTO_CLEANED,DEPORTE,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,PLANTA,PUERTA,ESCALERAS,ORIENTACION,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,COD-DISTRITO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,FAX,EMAIL,TIPO,Column
4696,Centro Deportivo Municipal Aluche,,,,pista de padel,padel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696,Centro Deportivo Municipal Aluche,,,,pista de patinaje,patinaje,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696,Centro Deportivo Municipal Aluche,,,,pista polideportiva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696,Centro Deportivo Municipal Aluche,,,,pista de tenis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696,Centro Deportivo Municipal Aluche,,,,pista de voley playa,voley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696,Centro Deportivo Municipal Aluche,,,,campo de futbol,futbol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696,Centro Deportivo Municipal Aluche,,,,piscina,natacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696,Centro Deportivo Municipal Aluche,,,,tenis de mesa,ping-pong,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4678,Centro Deportivo Municipal Ángel Nieto (antiguo Puente de Vallecas),,"Horario de uso de las instalaciones deportivas:  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a viernes, de 8,30 a 20:45 horas. Sábados, domingos y festivos cerrado.   Cierre completo del centro   El mes de agosto y los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.","clases y escuelas deportivas pre-infantiles ( a años, segun modalidades): matronatacion y natacion. infantiles ( a años, segun modalidades): baloncesto, gimnasia ritmica, judo, natacion, squash, iniciacion salvamento y socorrismo y taekwondo. jovenes ( a segun modalidades): natacion, salvamento y socorrismo y taekwondo. clases para adultos ( a años): combinada fitness (fitness, fitness acuatico y musculacion), estiramientos, fitness, fitness acuatico, gap, gap express, natacion, natacion salud, natacion embarazadas y pilates. mayores de años: acondicionamiento fisico mayores, gimnasia acuatica y natacion. equipamientos superficie total de las instalaciones: . metros cuadrados. unidades deportivas cubiertas: pabellon polideportivo, piscina ( vaso de metros y vaso de enseñanza), pista de squash, sala multiusos y sala de musculacion. ayuda tecnica para la accesibilidad: grua de piscina. columna de rescate cardiaco.",pista de squash,squash,"Metro: Portazgo.  Bus:   10 , 54 , 57 , 58 , 103.    Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para 4 bicicletas.   Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fb1b42be9971c010VgnVCM1000000b205a0aRCRD,PAYASO FOFO,CALLE,V,7,,,,,MADRID,MADRID,28018,3,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,443998,4471417,40.39146195,-3.659863603,914 781 492,,idmpvallecas@madrid.es,Gimnasios, 
4678,Centro Deportivo Municipal Ángel Nieto (antiguo Puente de Vallecas),,,,piscina,natacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4617960,Centro Deportivo Municipal Antiguo Canódromo,,"Horario de uso en las instalaciones deportivas:  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.",equipamientos superficie: . metros cuadrados. unidades deportivas al aire libre: campo de futbol (cesped artificial) y campo de futbol (cesped artificial). unidades deportivas cubiertas: sala de musculacion.,campo de futbol,futbol,"Bus: 17 , 25 , 119.",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dd6426521e7f3110VgnVCM1000000b205a0aRCRD,VIA CARPETANA,CALLE,V,57,,,,,MADRID,MADRID,28047,3,SAN ISIDRO,11,CARABANCHEL,437604,4472194,40.39801608,-3.735272504,618439332,,cdmantiguocanodromo@madrid.es,Gimnasios, 
4617960,Centro Deportivo Municipal Antiguo Canódromo,,,,campo de futbol,futbol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4624404,Centro Deportivo Municipal Antonio Díaz Miguel,,"Horario de uso de las instalaciones deportivas   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla    De lunes a viernes: de 7 a 14:30  y de 15:30 a 22 horas  Sábados: de 9 a 14 y de 15  a 19 horas Domingos y festivos: 9 a 14 horas   Cierre completo del centro  Días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo","servicios deportes practicables badminton - baloncesto - balonmano - futbol sala - musculacion - natacion uso de espacios deportivos pabellon polideportivo - piscina - pista de badminton - pista de baloncesto - pista de balonmano - pista de futbol sala - sala de musculacion enseñanzas deportivas preinfantiles: educacion fisica de base &amp;ndash; matronatacion &amp;ndash; natacion peques infantiles (edad, segun modalidades): aerobic &amp;ndash; baloncesto &amp;ndash; balonmano &amp;ndash; futbol sala &amp;ndash; gimnasia ritmica &amp;ndash; judo &amp;ndash; natacion &amp;ndash; natacion de competicion &amp;ndash; polideportiva - salvamento acuatico jovenes: aerobic &amp;ndash; baloncesto &amp;ndash; fitness &amp;ndash; futbol sala &amp;ndash; gimnasia ritmica &amp;ndash; judo &amp;ndash; natacion adultos: acondicionamiento fisico &amp;ndash; aerobic &amp;ndash; aerobic/body jam &amp;ndash; aerobic/zumba - aerofitness - baile - carrera acuatica (acuarunning) &amp;ndash; ciclo sala &amp;ndash; combinada &amp;ndash; entrenamiento funcional - fitness - fitness acuatico &amp;ndash; fitness/body combat - fuerza abdominales - fuerza core - fuerza hipopresivos - fuerza gap - gimnasia acuatica (acuagim) &amp;ndash; gimnasia suave &amp;ndash; gimnasia suave/body balance &amp;ndash; natacion &amp;ndash; natacion de compensacion &amp;ndash; natacion embarazadas &amp;ndash; pilates &amp;ndash; tonificacion &amp;ndash; yoga mayores años: actividad fisica &amp;ndash; gimnasia acuatica (acuagim) - natacion personas con discapacidad: actividad acuatica &amp;ndash; actividad fisica equipamientos superficie: ., metros cuadrados unidades deportivas cubiertas: pabellon polideportivo - piscina (vaso de metros y vaso de enseñanza ) - salas multiusos - sala de musculacion accesibilidad: instalacion adaptada con ascensores y grua de piscina",pista de badminton ,badminton,Metro: VentillaBus: 42,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c90342b9fda34110VgnVCM1000000b205a0aRCRD,JOAQUIN DICENTA,CALLE,V,1,,,,,MADRID,MADRID,28029,4,ALMENARA,6,TETUAN,441058,4480296,40.47125427,-3.695325698,913 145 437,,idmadm@madrid.es,Gimnasios, 
4624404,Centro Deportivo Municipal Antonio Díaz Miguel,,,,pista de baloncesto,baloncesto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4624404,Centro Deportivo Municipal Antonio Díaz Miguel,,,,pista de balonmano,balonmano,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4624404,Centro Deportivo Municipal Antonio Díaz Miguel,,,,pista de futbol,futbol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4624404,Centro Deportivo Municipal Antonio Díaz Miguel,,,,piscina,natacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99578,Centro Deportivo Municipal Barajas,,"Horario de uso de las instalaciones deportivas    Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a viernes: mañanas de 8,30 a 9,45 y de 10,15 a 13,15. Tardes de 17,00 a 19.00 y de 19,30 a 20,30 horas. Sábados, domingos y festivos: de 9,30 a 9,45 y de 10,15 a 14,15 horas.   Cierre completo del centro   Mes de agosto y días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.","clases y escuelas deportivas pre infantiles: matronatacion, natacion peques. infantiles (edad, segun modalidades): badminton, baloncesto, esgrima, gimnasia ritmica, judo, natacion, pirag&amp;uuml;ismo, pre-tenis y tenis. jovenes y personas adultas: aerobic, ciclo sala, combinada (fitness /natacion, natacion/carrera acuatica) fitness, gimnasia acuatica (acuagim), natacion, natacion de compensacion, natacion embarazadas, natacion post-parto, padel, pilates, pilates embarazadas, salvamento acuatico, tenis y yoga. mayores años: acondicionamiento fisico, gimnasia acuatica (acuagim), natacion y pilates mayores. personas con discapacidad: natacion (infantil y adulta). programa deportivo en la calle: caminar por madrid, corredores por madrid y marcha nordica. equipamientos superficie: . metros cuadrados. unidades deportivas al aire libre: pista de padel y pista de tenis. unidades deportivas cubiertas: pabellon polideportivo, piscina (vaso de m. y vaso de enseñanza), salas multiusos y sala de musculacion. oficina de promocion deportiva: responsable de la coordinacion de juegos deportivos municipales, torneos y circuitos municipales y copas de primavera. ademas, ofrece informacion sobre las escuelas de promocion deportiva. ayudas tecnicas para la accesibilidad: ascensor y grua de piscina. columna de rescate cardiaco.",pista de padel,padel,"Metro: Barajas , Alameda de Osuna.  Bus: Urbanos (105, 112, 115, 151) / Interurbanos (211, 212, 827).  Bicicleta: el centro dispone de aparcabicicletas exterior con capacidad para 6 bicicletas.",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b86c79262ef5d010VgnVCM1000000b205a0aRCRD,LOGROÑO,AVENIDA,NUM,70,,,,,MADRID,MADRID,28042,1,ALAMEDA DE OSUNA,21,BARAJAS,450176,4479315,40.46301383,-3.587693324,913 290 602,,idmbarajas@madrid.es,Gimnasios, 
99578,Centro Deportivo Municipal Barajas,,,,piscina,natacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10051058,Centro Deportivo Municipal Barceló,,"Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a viernes: de 7 a 24 horas. Sábados, domingos y festivos: de 7 a 22 horas.   Cierre completo del centro    Días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.","clases y escuelas deportivas pre-infantil: educacion fisica de base. infantiles (edad, segun modalidades): gimnasia ritmica, polideportiva y taekwondo. jovenes y personas adultas: aerobic, sh&amp;rsquo;bam, aerobic-zumba y ciclo sala, acondicionamiento fisico, aerobic-sh&amp;rsquo;bam, aerobic-zumba, ciclo sala, fitness, fitness-body combat, gap (gluteos, abdomen, piernas), gimnasia suave -body balance, indoor walking, pilates, tonificacion, body pump y yoga. mayores años: actividad fisica, gimnasia de compensacion, pilates y yoga. personas con discapacidad: actividad fisica. equipamientos superficie total de las instalaciones: . metros cuadrados. unidades deportivas cubiertas: pista polideportiva, salas multiusos (fitness - ciclo sala, indoor walking y sala de actividades dirigidas).",pista polideportiva,,"Metro: Tribunal, Alonso Martínez, Bilbao.  Bus: 3, 21, 37, 40, 147, 149.  Bicicleta:  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=335b21f025d44510VgnVCM2000001f4a900aRCRD,BARCELO,MERCADO,T,6,4º,,,,MADRID,MADRID,28004,,JUSTICIA/ CENTRO,,DISTRITO,440721,4475354,40.42671069,-3.698827764,910 285 389,,infobarcelo@forus.es,Gimnasios, 
4695,Centro Deportivo Municipal Blanca Fernández Ochoa (La Mina),,"Horario de uso de las instalaciones deportivas               Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a viernes: de 9,00 a 20,30 horas. Sábados, domingos y festivos: de 9,00 a 14,30 horas.   Cierre completo del centro   Días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.","clases y escuelas deportivas pre-infantiles ( a años): natacion. infantiles: gimnasia ritmica y natacion. adultos: acondicionamiento fisico, aerobic, combinada (acondicionamiento fisico/natacion, pilates/natacion), combinada de compensacion, fitness, gimnasia acuatica (acuagim), gimnasia de compensacion, gimnasia ritmica , musculacion, natacion, natacion de compensacion, pilates y relax/estiramientos. mayores de años : actividad fisica y gimnasia acuatica (acuagim). personas con discapacidad fisica: actividad acuatica (adultos). equipamientos superficie total de las instalaciones: . metros cuadrados. unidades deportivas al aire libre: campo de futbol, fronton, piscina ( vaso de metros, vaso de recreo y vaso infantil), pista de padel y pista polideportiva. unidades deportivas cubiertas: pabellon polideportivo, piscina ( vaso de metros y vaso de enseñanza), pista de squash, sala de musculacion y salas multiusos. oficina de promocion deportiva:juegos deportivos municipales, torneos y circuitos municipales, copas de primavera, informacion sobre escuelas de promocion deportiva. ayudas tecnicas de la accesibilidad: instalacion adaptada, con grua de piscina. columna de rescate cardiaco.",pista de padel,padel,"Metro: Carabanchel , Eugenia de Montijo.  Bus: 17 , 34 , 35 , 113 , 484 ,  481.  Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para  4  bicicletas.   Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=930942be9971c010VgnVCM1000000b205a0aRCRD,MONSEÑOR OSCAR ROMERO,CALLE,V,41,,,,,MADRID,MADRID,28025,4,VISTA ALEGRE,11,CARABANCHEL,436638,4470463,40.38234956,-3.746482525,"914 661 278                                                                     
914 661 732",,idmlamina@madrid.es,Gimnasios, 
4695,Centro Deportivo Municipal Blanca Fernández Ochoa (La Mina),,,,pista de squash,squash,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4695,Centro Deportivo Municipal Blanca Fernández Ochoa (La Mina),,,,campo de futbol,futbol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4695,Centro Deportivo Municipal Blanca Fernández Ochoa (La Mina),,,,piscina,natacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4705,Centro Deportivo Municipal Casa de Campo,,"Horario de uso de las instalaciones deportivas                   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla:   De lunes a viernes, de 9 a 21 horas. Horario de verano, de lunes a domingo, de 9,30 a 14 y de 16 a 20,30 horas.    Cierre completo del Centro:      Los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.","clases y escuelas deportivas (suspendidas las actividades cubiertas, hasta la finalizacion de las obras). pre infantiles: natacion peques. infantiles (edad, segun modalidades): actividades al aire libre - clases abiertas, mountain bike, natacion, salvamento acuatico y waterpolo. jovenes y personas adultas : caminar por madrid, ciclismo por madrid, correr por madrid, ejercicio al aire libre, entrenamiento funcional, estiramiento relajacion, fitness, gimnasia acuatica (acuagim), marcha nordica, natacion, natacion de compensacion y natacion embarazadas, tonificacion gap, tonificacion general. mayores años : actividades aire libre, acondicionamiento fisico, caminar por madrid, marcha nordica y natacion. actividades para personas con discapacidad intelectual: natacion (adultos), equipamientos superficie total de las instalaciones: . metros cuadrados. unidades deportivas al aire libre: piscinas (vaso de x metros, vaso de x metros y vaso infantil). unidades deportivas cubiertas: piscina (vaso de metros), vaso de aprendizaje, sala de musculacion y sala polivalente. ayudas tecnicas para la accesibilidad: gruas de piscina.",piscina,natacion,"Metro: Lago, Puerta del Ángel.  Bus:  31, 33, 36, 39, 65, 138.   Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 10 bicicletas.  Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3876b0c40971c010VgnVCM1000000b205a0aRCRD,PUERTA DEL ANGEL,PASEO,V,7,,,,,MADRID,MADRID,28011,1,CASA DE CAMPO,9,MONCLOA-ARAVACA,437768,4474204,40.41612629,-3.733536574,914 630 050 / 914 649 889,,idmccampo@madrid.es,Gimnasios, 
