PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,EQUIPAMIENTO_CLEANED,DEPORTE,wikidata_id_DEPORTE,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,PLANTA,PUERTA,ESCALERAS,ORIENTACION,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,COD-DISTRITO,DISTRITO,wikidata_id_DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,FAX,EMAIL,TIPO,Column
95298,Instalación Deportiva Municipal Básica Circuito de Footing Casa de Campo,,,"Circuito de footing con un recorrido de 2,5 Km.- Arranca desde el aparcamiento del Lago hasta el Pinar de las Siete Hermanas y vuelta por la antigua acequia hasta el punto de partida. No cruza ninguna vía de automóviles.- Contiene 14 estaciones distintas con aparatos para la realización de ejercicios.",circuito de footing,running,https://wikidata.org/entity/Q105674,"Metro: LagoBus: 31 , 33 , 36 , 39 , 65",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5f584f36ff81c010VgnVCM1000000b205a0aRCRD,CASA DE CAMPO,PARQUE,V,,,,,,MADRID,MADRID,28011,1,CASA DE CAMPO,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,437923,4474891,40.42045,-3.73304,,,,CircuitosFooting, 
4556885,Instalación Deportiva Municipal Básica Ciudad Pegaso I,,,1 Pista polideportiva,,,,"Bus: 77 , 101 , 114 , 115 , 151",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=84865f45475e1110VgnVCM1000000b205a0aRCRD,UNO,CALLE,V,,,,,,MADRID,MADRID,28022,6,REJAS,20,San Blas,https://wikidata.org/entity/Q2001937,449707,4478028,40.44951,-3.59439,,,,InstalacionesDeportivasBasicas, 
4556948,Instalación Deportiva Municipal Básica Ciudad Pegaso II,,,3 Pistas de Petanca,pista de petanca,petanque,https://wikidata.org/entity/Q189317,"Bus: 77 , 101 , 114 , 115 , 151",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9b161816485e1110VgnVCM1000000b205a0aRCRD,SEIS,CALLE,V,,,,,,MADRID,MADRID,28022,6,REJAS,20,San Blas,https://wikidata.org/entity/Q2001937,449691,4477897,40.44833,-3.59457,,,,InstalacionesDeportivasBasicas, 
4557767,Instalación Deportiva Municipal Básica Ciudad Pegaso III,,,1 Pista polideportiva,,,,Bus: 77,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=296b65815aae1110VgnVCM1000000b205a0aRCRD,ONCE,CALLE,V,,,,,,MADRID,MADRID,28022,6,REJAS,20,San Blas,https://wikidata.org/entity/Q2001937,449741,4477478,40.44456,-3.59395,,,,InstalacionesDeportivasBasicas, 
4543802,Instalación Deportiva Municipal Básica Ciudad de Los Ángeles,,,2 Pistas de baloncesto1 Pista de patinaje,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,"Metro: Villaverde Bajo CruceBus: 18 , 86 , 116Renfe: Puente Alcocer",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f346588fd3471110VgnVCM1000000b205a0aRCRD,ANOETA,CALLE,V,,,,,Parque ciudad de los Ángeles,MADRID,MADRID,28041,5,LOS ANGELES,17,Villaverde,https://wikidata.org/entity/Q919536,440710,4467155,40.35284,-3.69821,,,,PistasPatinaje, 
4543802,Instalación Deportiva Municipal Básica Ciudad de Los Ángeles,,,,pista de patinaje,skating,https://wikidata.org/entity/Q14300548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4546507,Instalación Deportiva Municipal Básica Clara del Rey,,,Pista polideportiva con marcajes de fútbol-sala.,,,,"Metro: Alfonso XIIIBus: 9 , 40 , 43 , 72 , 73",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=66bb7626aad81110VgnVCM1000000b205a0aRCRD,CLARA DEL REY,CALLE,V,61,,,,,MADRID,MADRID,28002,2,PROSPERIDAD,5,Chamartín,https://wikidata.org/entity/Q1766348,443339,4477539,40.44657,-3.66817,,,,CamposEstadiosFutbol, 
4556411,Instalación Deportiva Municipal Básica Club Deportivo Alzola,,,1 Campo de fútbol.,,,,"Bus: 6 , 60 , 131.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=25494bb2984e1110VgnVCM1000000b205a0aRCRD,SEGURA,CALLE,V,74,,,,"c/v Gainza, 22",MADRID,MADRID,28041,1,ORCASITAS,12,Usera,https://wikidata.org/entity/Q953368,439033,4469053,40.36794,-3.7194,,,,CamposEstadiosFutbol, 
6316901,Instalación Deportiva Municipal Básica Club de Petanca Esperanza de Canilllas,,,6 Pistas de bolos y petanca,pista de bolos ,bowling,https://wikidata.org/entity/Q3177899,"Metro: EsperanzaBus: 120 , 122.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=50be891a12165310VgnVCM2000000c205a0aRCRD,SILVANO,CALLE,V,63,,,,c/v Andorra,MADRID,MADRID,28043,3,CANILLAS,16,Hortaleza,https://wikidata.org/entity/Q1928529,445503,4478957,40.4595,-3.64278,,,,InstalacionesDeportivasBasicas, 
11080945,Instalación Deportiva Municipal Básica Club de Petanca Peonias,,,3 Pistas de bolos y petanca,pista de bolos ,bowling,https://wikidata.org/entity/Q3177899,"Metro: EsperanzaBus: 120 , 122.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=47cd4c43e20de610VgnVCM2000001f4a900aRCRD,PEONIAS,CALLE,V,2,,,,,MADRID,MADRID,28042,1,PALOMAS,16,Hortaleza,https://wikidata.org/entity/Q1928529,447603,4477959,40.45064,-3.61791,,,,InstalacionesDeportivasBasicas, 
5940483,Instalación Deportiva Municipal Básica Cocheras (Ciudad Lineal),,,1 Campo de fútbol,,,,"Bus: 15 , 28 , 71 , 110 , 113 , 210.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0aca0c7f53bed210VgnVCM1000000b205a0aRCRD,SAN LAMBERTO,CALLE,V,,,,,,MADRID,MADRID,28017,1,VENTAS,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,445018,4475056,40.42244,-3.64944,,,,CamposEstadiosFutbol, 
4528738,Instalación Deportiva Municipal Básica Cocheras (Retiro),,,2 Pistas de baloncesto 2 Pistas de patinaje (bajo el puente de Doctor Esquerdo) Tenis de mesa,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,"Metro: Pacífico  Bus: 8 , 10 , 24 , 37 , 54 , 56 , 57 , 136 ,141  Bicicletas:    Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4405ad5b81301110VgnVCM1000000b205a0aRCRD,COCHERAS,CALLE,V,1,,,,,MADRID,MADRID,28007,1,PACIFICO,3,Retiro,https://wikidata.org/entity/Q2002296,442610,4472449,40.40067,-3.6763,,,,InstalacionesDeportivasBasicas, 
4528738,Instalación Deportiva Municipal Básica Cocheras (Retiro),,,,pista de patinaje,skating,https://wikidata.org/entity/Q14300548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4528738,Instalación Deportiva Municipal Básica Cocheras (Retiro),,,,tenis de mesa,table tennis,https://wikidata.org/entity/Q3930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4560062,Instalación Deportiva Municipal Básica Colombia,,,1 Pista de patinaje,pista de patinaje,skating,https://wikidata.org/entity/Q14300548,"Metro: ColombiaBus: 7 , 11 , 40 , 52 , 87",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=af26de1d88402110VgnVCM1000000b205a0aRCRD,COLOMBIA,CALLE,V,59,,,,,MADRID,MADRID,28016,4,HISPANOAMERICA,5,Chamartín,https://wikidata.org/entity/Q1766348,443369,4478989,40.45776,-3.66922,,,,PistasPatinaje, 
4543102,Instalación Deportiva Municipal Básica Colonia Euskalduna,,,2 Pistas de fútbol sala.,pista de futbol ,association football,https://wikidata.org/entity/Q2736,"Metro: Villaverde bajo CruceBus: 18 , 86 , 116Cercanías: Puente Alcocer",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c137874b8f61110VgnVCM1000000b205a0aRCRD,HERMANDAD DE DONANTES DE SANGRE,CALLE,V,7,,,,,MADRID,MADRID,28041,5,LOS ANGELES,17,Villaverde,https://wikidata.org/entity/Q919536,440690,4467556,40.35457,-3.69975,,,,CamposEstadiosFutbol, 
4543975,Instalación Deportiva Municipal Básica Colonia Marconi,,,2 Pistas de tenis4 Frontones cortos1 Pista polideportiva1 Pista de patinaje,pista de tenis ,tennis,https://wikidata.org/entity/Q847,Bus: 79,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2b538004f7471110VgnVCM1000000b205a0aRCRD,MARCONI,AVENIDA,V,,,,,,MADRID,MADRID,28021,,SAN ANDRES,,Villaverde,https://wikidata.org/entity/Q919536,441234,4465260,40.33393,-3.69313,,,,PistasTenisBadminton, 
4543975,Instalación Deportiva Municipal Básica Colonia Marconi,,,,pista de patinaje,skating,https://wikidata.org/entity/Q14300548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4542504,Instalación Deportiva Municipal Básica Colonia San Cristóbal de Los Ángeles,,,2 Pistas Polideportivas.,,,,"Metro: San CristóbalBus: 59, 79",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=adab8e71e6e61110VgnVCM1000000b205a0aRCRD,ROCAFORT,CALLE,V,,,,,Detrás de E. I. Los Pinos.,MADRID,MADRID,28021,2,SAN CRISTOBAL,17,Villaverde,https://wikidata.org/entity/Q919536,441530,4466052,40.34109,-3.68973,,,,CamposEstadiosFutbol, 
4581472,Instalación Deportiva Municipal Básica Colonia Sierra del Valle,,,1 Pista de balonmano1 Pista de baloncesto,pista de balonmano,handball,https://wikidata.org/entity/Q8418,"Metro: PortazgoBus: 10 , 54 , 57 , 58 , 103 , 310",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d1370aec7b7b2110VgnVCM1000000b205a0aRCRD,PAYASO FOFO,CALLE,V,7,,,,,MADRID,MADRID,28018,3,PALOMERAS BAJAS,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,444107,4471556,40.39084,-3.65987,,,,InstalacionesDeportivasBasicas, 
4581472,Instalación Deportiva Municipal Básica Colonia Sierra del Valle,,,,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4583089,Instalación Deportiva Municipal Básica Colonia los Taxistas,,,2 Pistas de Balonmano2 Pistas de BaloncestoTenis de mesa,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,Bus: 141,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=21dbde6b48db2110VgnVCM1000000b205a0aRCRD,SIERRA DE CUERDA LARGA,CALLE,V,45,,,,,MADRID,MADRID,28038,6,NUMANCIA,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,444378,4472533,40.39967,-3.65675,,,,InstalacionesDeportivasBasicas, 
4583089,Instalación Deportiva Municipal Básica Colonia los Taxistas,,,,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4583089,Instalación Deportiva Municipal Básica Colonia los Taxistas,,,,tenis de mesa,table tennis,https://wikidata.org/entity/Q3930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4579784,Instalación Deportiva Municipal Básica Concejal Gabriel Fernández (Parque Cuña Verde),,,1 Campo de fútbol 2 Campos de fútbol 7 (césped artificial) 2 Pistas de polideportivas (baloncesto y ecuavoley) Tenis de mesa,pista polideportiva ,,,"Metro: LagunaBus: 25 , 31 , 55 , 119 , 138.Renfe: Laguna",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=df6fb1d084ea2110VgnVCM2000000c205a0aRCRD,CUART DE POBLET,CALLE,V,6,,,,c/v Duquesa de Parcent,MADRID,MADRID,28047,3,LUCERO,10,Latina,https://wikidata.org/entity/Q794954,436305,4472321,40.39718,-3.75185,,,,CamposEstadiosFutbol, 
4579784,Instalación Deportiva Municipal Básica Concejal Gabriel Fernández (Parque Cuña Verde),,,,campo de futbol ,association football,https://wikidata.org/entity/Q2736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4579784,Instalación Deportiva Municipal Básica Concejal Gabriel Fernández (Parque Cuña Verde),,,,campo de futbol 7,association football,https://wikidata.org/entity/Q2736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4579784,Instalación Deportiva Municipal Básica Concejal Gabriel Fernández (Parque Cuña Verde),,,,tenis de mesa,table tennis,https://wikidata.org/entity/Q3930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4548726,Instalación Deportiva Municipal Básica Conde Duque,,,1 Pista de fútbol sala 1 Pista de bolos y petanca 1 Pista de chito,pista de futbol ,association football,https://wikidata.org/entity/Q2736,"Metro: San Bernardo , Noviciado , Ventura Rodríguez.Bus: 1 , 2 , 21 , 44 , 47 , 74 , 133 , 202 , C.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=42fed03df9c91110VgnVCM2000000c205a0aRCRD,SANTA CRUZ DE MARCENADO,CALLE,V,21,,,,,MADRID,MADRID,28015,5,UNIVERSIDAD,1,Centro,https://wikidata.org/entity/Q1763376,439742,4475605,40.4289,-3.71039,,,,InstalacionesDeportivasBasicas, 
4548726,Instalación Deportiva Municipal Básica Conde Duque,,,,pista de bolos ,bowling,https://wikidata.org/entity/Q3177899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4548726,Instalación Deportiva Municipal Básica Conde Duque,,,,pista de chito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4548924,Instalación Deportiva Municipal Básica Condesa de Venadito,,,1 Pista de fútbol sala 1 Pista de baloncesto 1 Pista BMX Flatland 1 Pista Skate,pista de futbol ,association football,https://wikidata.org/entity/Q2736,"Bus: 11 , 21 , 53 , 70 , 114 , 115 , 122 , 200.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=000ebea9e0d91110VgnVCM1000000b205a0aRCRD,CONDESA DE VENADITO,CALLE,V,7,,,,,MADRID,MADRID,28027,5,SAN PASCUAL,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,444628,4477362,40.44506,-3.65296,,,,CamposEstadiosFutbol, 
4548924,Instalación Deportiva Municipal Básica Condesa de Venadito,,,,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6345083,Instalación Deportiva Municipal Básica Cordel de Pavones,,,Frontón2 Pistas de baloncesto2 Pistas polideportivasMinibasket,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,"Metro: ValdebernardoBus: 8 , 71 , 130",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2eace1fffb1f5310VgnVCM2000000c205a0aRCRD,CORDEL DE PAVONES,CALLE,V,11,,,,,MADRID,MADRID,28032,1,CASCO H.VICALVARO,19,Vicálvaro,https://wikidata.org/entity/Q589403,447617,4472536,40.39991,-3.61858,,,,InstalacionesDeportivasBasicas, 
6345642,Instalación Deportiva Municipal Básica Cordel de Pavones I,,,1 Pista de tenis 4 Pistas de pádel 3 Tenis de mesa,pista de tenis ,tennis,https://wikidata.org/entity/Q847,"Metro: VicálvaroBus: 4 , 100 , 106 , 130",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b541c4c4222f5310VgnVCM2000000c205a0aRCRD,CORDEL DE PAVONES,CALLE,V,9,,,,,MADRID,MADRID,28032,,AMBROZ,,Vicálvaro,https://wikidata.org/entity/Q589403,448471,4473573,40.4093,-3.60861,,,,CamposEstadiosFutbol, 
6345642,Instalación Deportiva Municipal Básica Cordel de Pavones I,,,,pista de padel ,paddle tennis,https://wikidata.org/entity/Q1582389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6345642,Instalación Deportiva Municipal Básica Cordel de Pavones I,,,,tenis de mesa,table tennis,https://wikidata.org/entity/Q3930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5935266,Instalación Deportiva Municipal Básica Corregidor Diego de Valderrábano,,,2 Pistas de baloncestoPista de fútbol sala.,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,"Metro: Estrella.Bus: 8 , 20 , 30 , 32 , 113.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4f796e6292bdd210VgnVCM1000000b205a0aRCRD,CORREGIDOR DIEGO DE VALDERRABANO,CALLE,V,24,,,,,MADRID,MADRID,28030,4,MEDIA LEGUA,14,Moratalaz,https://wikidata.org/entity/Q2076109,444207,4473615,40.4094,-3.65886,,,,CamposEstadiosFutbol, 
5785030,Instalación Deportiva Municipal Básica Cuevas de Almanzora,,,1 Pista de fútbol sala.,pista de futbol ,association football,https://wikidata.org/entity/Q2736,"Metro: ManoterasBus: 7 , 29 , 129",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=467ce76a0948a210VgnVCM2000000c205a0aRCRD,MOJACAR,CALLE,V,2,,,,,MADRID,MADRID,28033,5,APOSTOL SANTIAGO,16,Hortaleza,https://wikidata.org/entity/Q1928529,444216,4481177,40.47941,-3.65814,,,,InstalacionesDeportivasBasicas, 
4629952,Instalación Deportiva Municipal Básica Cuña Verde,,,2 Pistas de   baloncesto  2 Pistas polideportivas 3 Tenis de mesa,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,Metro: Valdezarza Bus: 128,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cbf0dfd39c794110VgnVCM1000000b205a0aRCRD,CUÑA VERDE VILLAAMIL,INST. DEPORTIVA BASICA,T,126,,,,,MADRID,MADRID,,,,,Salamanca,https://wikidata.org/entity/Q1773521,439663,4479898,40.46757,-3.71173,,,,CamposEstadiosFutbol, 
4629952,Instalación Deportiva Municipal Básica Cuña Verde,,,,tenis de mesa,table tennis,https://wikidata.org/entity/Q3930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4669898,Instalación Deportiva Municipal Básica Cárcavas Oeste I,,,1 Pista de baloncesto.,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,Bus: 87,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=88018a43c67c5110VgnVCM1000000b205a0aRCRD,CARMEN RICO GODOY,CALLE,V,40,,,,,MADRID,MADRID,28055,6,VALDEFUENTES,16,Hortaleza,https://wikidata.org/entity/Q1928529,446141,4481243,40.48014,-3.63543,,,,CamposEstadiosFutbol, 
6335547,Instalación Deportiva Municipal Básica Cárcavas Oeste II,,,1 Pista polideportiva,,,,Bus: 87,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c65b0f74158c5310VgnVCM1000000b205a0aRCRD,SAN ANDRES DE RABANEDO,CALLE,V,1,,,,,MADRID,MADRID,28055,6,VALDEFUENTES,16,Hortaleza,https://wikidata.org/entity/Q1928529,446216,4481325,40.48087,-3.63457,,,,CamposEstadiosFutbol, 
4555783,Instalación Deportiva Municipal Básica David González Rubio,,,2 Campos de fútbol1 Pista polideportiva1 Pista de balonmano,pista de balonmano,handball,https://wikidata.org/entity/Q8418,"Bus: 81 , 121",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=948631437ffd1110VgnVCM1000000b205a0aRCRD,DOCTOR TOLOSA LATOUR,CALLE,V,6,,,,Parque Pradolongo,MADRID,MADRID,28041,2,ORCASUR,12,Usera,https://wikidata.org/entity/Q953368,440495,4469851,40.37524,-3.70225,,,,CamposEstadiosFutbol, 
4566204,Instalación Deportiva Municipal Básica Dehesa del Príncipe,,,1 Pista de fútbol sala2 Pistas de petanca,pista de futbol ,association football,https://wikidata.org/entity/Q2736,"Bus: 39 , 139Metro: Cuatro VientosRenfe: Cuatro Vientos",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f06fd8cbe5d22110VgnVCM1000000b205a0aRCRD,ARQUEROS,AVENIDA,V,29,,,,,MADRID,MADRID,28024,5,CAMPAMENTO,10,Latina,https://wikidata.org/entity/Q794954,432598,4470356,40.37919,-3.79532,,,,CamposEstadiosFutbol, 
4566204,Instalación Deportiva Municipal Básica Dehesa del Príncipe,,,,pista de petanca,petanque,https://wikidata.org/entity/Q189317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554593,Instalación Deportiva Municipal Básica Diana,,,2 Pistas de baloncesto1 Pista de fútbol - sala,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,"Metro:  Alameda de OsunaBus: 101 , 105 , 112 , 114 , 115 , 151",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c232ee4851bd1110VgnVCM1000000b205a0aRCRD,GALEON,CALLE,V,25,,,,,MADRID,MADRID,28042,1,ALAMEDA DE OSUNA,21,Barajas,https://wikidata.org/entity/Q807230,450434,4478671,40.45722,-3.5846,,,,InstalacionesDeportivasBasicas, 
4554593,Instalación Deportiva Municipal Básica Diana,,,,pista de futbol ,association football,https://wikidata.org/entity/Q2736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4549195,Instalación Deportiva Municipal Básica Doctor Cirajas,,,2 Pistas de baloncesto.,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,"Metro: Ciudad Lineal , Pueblo NuevoBus: 4 , 38 , 48 , 70 , 105 , 109 , 109",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7eb59c02f6d91110VgnVCM1000000b205a0aRCRD,DOCTOR CIRAJAS,CALLE,V,3,,,,,MADRID,MADRID,28017,2,PUEBLO NUEVO,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,446044,4476500,40.43552,-3.63746,,,,InstalacionesDeportivasBasicas, 
4543938,Instalación Deportiva Municipal Básica Doctor Vallejo-Nájera,,,1 Pista de Baloncesto,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,"Metro: Acacias , Pirámides.Bus: 34 , 36 , 116 , 118 , 119.Renfe: Embajadores.",j,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9f1e55ea6471110VgnVCM1000000b205a0aRCRD,GASOMETRO,CALLE,V,32,,,,c/v Vallejo Nájera,MADRID,MADRID,28005,2,ACACIAS,2,Arganzuela,https://wikidata.org/entity/Q2000929,439917,4472655,40.40234,-3.70806,,,,InstalacionesDeportivasBasicas, 
4546560,Instalación Deportiva Municipal Básica Drácena,,,Pista de hockey sobre patines.,pista de hockey ,hockey,https://wikidata.org/entity/Q1622659,"Bus: 29 , 52 , 70 , 107.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=65c95f362cd81110VgnVCM1000000b205a0aRCRD,DRACENA,CALLE,V,42,,,,,MADRID,MADRID,28016,5,NUEVA ESPAÑA,5,Chamartín,https://wikidata.org/entity/Q1766348,443301,4479502,40.46426,-3.66878,,,,CamposEstadiosFutbol, 
5716963,Instalación Deportiva Municipal Básica Duque de Sevilla,,,1 Pista de patinaje.,pista de patinaje,skating,https://wikidata.org/entity/Q14300548,"Metro: Cruz del RayoBus: 9 , 29 , 52 , 73 , C.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bfd8516239129210VgnVCM1000000b205a0aRCRD,DUQUE DE SEVILLA,CALLE,V,1,,,,,MADRID,MADRID,28002,1,EL VISO,5,Chamartín,https://wikidata.org/entity/Q1766348,442516,4477209,40.44167,-3.67911,,,,PistasPatinaje, 
4547580,Instalación Deportiva Municipal Básica Echegaray,,,2 Pistas de baloncestoPista de fútbol sala,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,"Metro: PavonesBus: 8 , 20 , 30 , 32 , 71 , 100 , 140 , 142 , 144.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1986f30a37391110VgnVCM2000000c205a0aRCRD,ENCOMIENDA DE PALACIOS,CALLE,V,324,,,,,MADRID,MADRID,28030,1,PAVONES,14,Moratalaz,https://wikidata.org/entity/Q2076109,446173,4472246,40.3972,-3.63557,,,,CamposEstadiosFutbol, 
4584543,Instalación Deportiva Municipal Básica El Bosco,,,1 Pista de balonmano2 pistas de baloncesto,pista de balonmano,handball,https://wikidata.org/entity/Q8418,"Bus: 63 , 141 , 143",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=39a4ed32dd2c2110VgnVCM1000000b205a0aRCRD,EL BOSCO,CALLE,V,14,,,,frente Ramón Pérez de Ayala,MADRID,MADRID,28038,6,NUMANCIA,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,444833,4472731,40.40148,-3.65141,,,,InstalacionesDeportivasBasicas, 
4584543,Instalación Deportiva Municipal Básica El Bosco,,,,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
